frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
222,7399,489.54,576.2,1.0,691.3,730.69,1.0,371.38,754.01,1.0,825.46,951.97,0.999,285.36,980.0,0.996,677.74,996.88,0.997,303.21,1037.16,0.993,654.0,1112.28,1.0,478.95,1128.84,1.0,742.04,1382.5,0.998,432.72,1403.98,0.998,740.63,1676.76,0.996,494.51,1690.93,0.997,716.61,1710.17,0.912,528.59,1718.35,0.946,797.36,1825.49,0.991,466.17,1837.14,0.995,frontal,531.3363605429668,742.3477930716288,False,560.2196054486845,1059.3457287938127,627.1826112793627
223,7433,486.73,617.92,1.0,700.25,777.1,1.0,377.83,796.55,1.0,829.04,1012.97,0.998,286.54,1048.38,0.996,667.21,1004.48,0.988,323.71,1041.33,0.991,659.5,1132.66,1.0,479.17,1145.69,1.0,743.64,1384.24,0.998,432.11,1407.48,0.998,740.8,1677.63,0.996,494.57,1692.4,0.998,716.7,1710.53,0.927,528.68,1719.6,0.955,797.32,1826.66,0.99,466.17,1838.06,0.995,frontal,539.0417120774441,786.8260613133186,False,564.153048876777,1086.1421619635412,627.2172208285458
224,7466,485.14,661.41,1.0,704.73,807.44,1.0,379.97,827.15,1.0,827.66,1053.63,0.994,283.33,1095.77,0.996,659.15,1008.08,0.971,355.72,1033.86,0.986,662.81,1148.13,1.0,483.23,1158.96,1.0,744.12,1383.78,0.996,432.31,1398.12,0.997,740.98,1678.09,0.996,494.59,1693.05,0.998,717.03,1710.76,0.932,528.59,1719.88,0.965,797.29,1827.28,0.99,466.17,1838.8,0.995,frontal,542.3499991294357,817.2926280756119,False,566.5714418643618,1104.0021706277853,627.2706452637262
225,7500,487.97,706.82,1.0,707.54,844.12,1.0,382.4,868.77,1.0,829.07,1093.73,0.995,274.85,1149.6,0.995,643.35,1010.44,0.978,373.56,1037.69,0.98,666.47,1168.72,1.0,483.8,1179.24,1.0,742.85,1382.23,0.997,432.57,1399.43,0.997,741.28,1679.02,0.996,494.64,1693.8,0.998,717.16,1710.76,0.928,528.68,1720.12,0.968,797.23,1827.79,0.989,466.18,1839.69,0.995,frontal,544.9695027358532,856.4455090835908,False,567.9525487416436,1128.060910552326,627.3099743503083
226,7533,492.75,749.48,1.0,707.79,881.72,1.0,382.87,913.65,1.0,830.53,1128.13,0.997,272.86,1189.56,0.998,631.82,1008.55,0.991,391.03,1033.11,0.987,667.95,1190.45,1.0,483.72,1203.34,1.0,743.91,1380.47,0.994,433.41,1400.01,0.994,741.48,1679.02,0.992,494.68,1694.36,0.997,717.35,1710.61,0.909,528.62,1720.29,0.964,797.13,1828.15,0.981,466.18,1840.31,0.993,frontal,545.3314109186641,897.684166936669,False,568.4821734622924,1153.0117096432273,627.320252826262
227,7566,497.58,793.25,1.0,708.0,905.78,1.0,387.75,947.7,1.0,829.58,1151.42,0.999,276.54,1212.15,0.998,617.68,1007.24,0.997,395.85,1027.76,0.992,670.6,1220.81,1.0,487.4,1234.79,1.0,744.66,1377.41,0.996,433.26,1404.11,0.993,741.58,1679.02,0.991,494.68,1694.95,0.997,717.74,1710.49,0.924,528.58,1720.68,0.97,796.79,1828.54,0.977,466.2,1840.85,0.991,frontal,547.8750692474871,926.7373554142932,False,570.6722766201502,1176.0739182666302,627.3262198881322
228,7600,508.19,831.83,1.0,706.16,936.31,1.0,392.44,972.36,1.0,821.86,1186.82,0.998,276.79,1231.5,0.998,616.19,1006.31,0.996,399.43,1037.67,0.987,668.46,1246.56,1.0,487.79,1260.66,1.0,744.66,1372.2,0.995,434.17,1403.25,0.991,741.69,1679.18,0.99,494.66,1695.24,0.997,718.02,1710.49,0.939,528.29,1720.68,0.976,796.31,1828.63,0.978,466.21,1840.85,0.991,frontal,549.2988048812349,954.3340798438742,False,570.6627906967713,1196.4404405971009,627.2069771184368
229,7633,515.9,865.74,1.0,710.1,962.19,1.0,401.59,1003.23,1.0,822.46,1211.47,0.998,278.3,1254.28,0.997,623.71,1014.84,0.997,394.12,1053.22,0.989,669.71,1269.9,1.0,491.54,1284.75,1.0,746.57,1368.58,0.994,435.63,1400.11,0.991,741.74,1679.3,0.988,494.67,1695.74,0.996,718.2,1710.52,0.956,528.07,1720.89,0.98,795.63,1828.29,0.974,466.29,1840.85,0.988,frontal,555.8477666875756,982.7098781495547,False,574.1656050216648,1216.001307781214,627.0456089333051
230,7666,521.05,891.36,1.0,714.64,989.95,1.0,403.93,1020.96,1.0,819.37,1235.21,0.998,282.21,1273.53,0.999,629.67,1034.64,0.998,393.22,1073.58,0.997,670.04,1287.51,1.0,494.0,1303.62,1.0,753.93,1371.84,0.997,435.34,1406.97,0.994,741.98,1679.3,0.993,494.72,1695.96,0.998,718.55,1710.5,0.971,527.95,1720.89,0.989,795.03,1828.22,0.985,466.57,1840.85,0.994,frontal,559.2859772105292,1005.4547338668885,False,576.458888013802,1232.7877151080158,627.023822406058
231,7700,528.27,914.74,1.0,719.89,1014.11,1.0,404.2,1040.82,1.0,820.88,1253.43,0.998,284.19,1292.62,0.998,629.68,1048.15,0.997,406.13,1076.14,0.995,673.23,1311.98,1.0,496.24,1328.28,1.0,756.41,1369.8,0.997,435.1,1407.61,0.994,742.15,1679.42,0.993,494.81,1696.08,0.997,718.55,1710.5,0.968,527.8,1720.89,0.984,794.46,1828.14,0.985,467.09,1840.95,0.992,frontal,562.0463554102595,1027.4628135026865,False,578.7175736688757,1250.5901635597945,626.9725499304365
232,7733,532.78,932.25,1.0,720.6,1027.2,1.0,408.91,1056.77,1.0,816.36,1259.91,0.997,290.45,1295.82,0.998,627.14,1064.11,0.997,401.87,1094.44,0.995,673.17,1323.72,1.0,502.83,1340.06,1.0,755.64,1366.62,0.998,432.49,1406.54,0.996,742.29,1679.58,0.995,494.89,1696.08,0.999,718.68,1710.49,0.979,527.7,1720.84,0.993,793.34,1828.1,0.988,467.71,1841.0,0.995,frontal,564.7595944488278,1041.9832419211216,False,580.6560886827723,1259.9157101979365,626.8567083544175
233,7766,534.18,945.99,1.0,723.91,1045.65,1.0,411.73,1073.88,1.0,818.06,1269.94,0.997,300.09,1306.1,0.998,627.93,1079.47,0.997,404.68,1111.48,0.995,672.67,1330.42,1.0,507.34,1346.14,1.0,755.58,1368.71,0.998,424.53,1406.19,0.998,742.56,1679.58,0.994,495.06,1696.15,0.999,719.18,1710.46,0.987,527.7,1720.84,0.997,792.38,1827.96,0.986,468.21,1841.0,0.996,frontal,567.8228542589684,1059.7672164029077,False,582.1873958895462,1269.1609474531576,626.8663125373862
234,7800,536.54,957.85,1.0,726.19,1056.42,1.0,413.37,1076.12,1.0,823.67,1292.92,0.997,300.62,1318.51,0.996,629.42,1099.04,0.997,419.19,1116.58,0.991,671.21,1344.61,1.0,505.88,1358.58,1.0,756.64,1369.92,0.998,413.98,1408.62,0.997,742.77,1679.69,0.993,495.24,1696.04,0.999,719.4,1710.43,0.982,527.66,1720.79,0.993,791.91,1827.83,0.986,469.34,1840.92,0.994,frontal,569.7810080343047,1066.2695772731145,False,581.75792812598,1277.8074198850313,627.079087510534
235,7833,539.99,968.98,1.0,727.48,1073.63,1.0,415.93,1086.4,1.0,822.14,1306.7,0.999,310.02,1323.56,0.998,632.48,1107.53,0.999,425.3,1124.98,0.998,670.92,1355.66,1.0,506.74,1367.96,1.0,760.3,1371.74,1.0,411.75,1407.62,0.999,743.05,1679.79,0.998,495.43,1696.04,1.0,719.92,1710.35,0.996,527.66,1720.79,0.999,791.59,1827.59,0.993,470.12,1840.92,0.998,frontal,571.7037555391399,1080.0164673125064,False,582.9048813090237,1286.993051405502,627.3240682926349
236,7866,541.96,978.48,1.0,725.79,1077.61,1.0,418.53,1091.12,1.0,821.83,1300.47,0.997,314.34,1326.02,0.998,635.59,1115.97,0.998,423.83,1137.47,0.998,667.74,1359.52,1.0,503.8,1368.68,1.0,759.12,1371.94,1.0,414.82,1407.54,0.999,743.29,1679.79,0.998,495.51,1696.17,1.0,720.66,1710.22,0.995,527.59,1720.79,0.999,791.69,1827.05,0.993,470.47,1840.93,0.998,frontal,572.1598859170213,1084.3622005700843,False,582.2018151872675,1289.2195141798659,627.6018641475226
237,7899,545.44,982.56,1.0,724.01,1078.07,1.0,418.07,1092.48,1.0,821.51,1294.31,0.998,307.89,1324.33,0.998,637.12,1119.2,0.999,431.42,1149.58,0.998,666.38,1359.64,1.0,503.32,1372.96,1.0,758.14,1371.12,1.0,412.96,1406.34,0.999,743.5,1679.77,0.998,495.69,1696.13,1.0,721.11,1710.08,0.995,527.52,1720.76,0.999,791.79,1826.68,0.993,472.14,1840.86,0.998,frontal,571.0384121623374,1085.275144351704,False,581.0408301318241,1289.934514206922,628.1388778654725
238,7933,549.18,984.59,1.0,725.54,1078.16,1.0,418.9,1091.23,1.0,799.63,1297.18,0.997,304.27,1313.55,0.998,640.48,1129.76,0.998,431.04,1158.91,0.996,666.62,1354.44,1.0,502.53,1362.68,1.0,758.68,1375.7,0.999,415.54,1408.93,0.998,743.75,1679.79,0.996,495.79,1696.22,1.0,721.77,1709.89,0.989,527.45,1720.76,0.997,791.9,1826.15,0.99,472.35,1840.78,0.998,frontal,572.2241081855811,1084.697404260269,False,580.7707579702446,1287.1583692616507,628.3664156510279
239,7966,553.02,982.1,1.0,724.26,1065.21,1.0,415.32,1077.52,1.0,807.35,1296.68,0.996,293.02,1305.66,0.998,640.49,1142.65,0.997,432.52,1168.14,0.996,665.18,1343.98,1.0,499.52,1355.97,1.0,758.05,1376.0,0.998,416.92,1410.3,0.998,743.94,1679.79,0.995,495.9,1696.19,1.0,722.16,1709.78,0.988,527.4,1720.74,0.997,791.99,1825.39,0.989,473.67,1840.01,0.997,frontal,569.7898587185239,1071.366068954972,False,579.0644937231245,1279.2635645473597,628.8040697842953
240,8000,553.26,972.86,1.0,721.88,1048.26,1.0,412.1,1067.03,1.0,820.53,1279.32,0.999,284.67,1299.07,0.999,642.61,1146.14,0.998,445.53,1168.94,0.998,662.3,1338.05,1.0,494.07,1350.1,1.0,758.11,1378.16,0.998,420.44,1412.67,0.997,744.08,1679.76,0.991,496.1,1696.24,0.999,722.16,1709.69,0.984,527.34,1720.75,0.996,791.94,1824.39,0.979,474.11,1840.11,0.996,frontal,566.9906199653317,1057.647158069368,False,577.004258558881,1271.972408783463,628.8871693514379
241,8033,550.18,967.37,1.0,720.39,1028.23,1.0,403.5,1041.6,1.0,826.44,1271.79,0.999,265.16,1274.96,1.0,646.0,1155.88,0.998,445.56,1181.53,0.997,664.34,1322.76,1.0,490.39,1337.04,1.0,757.28,1385.7,0.999,424.36,1415.02,0.998,744.29,1679.76,0.995,496.35,1696.3,0.999,722.41,1709.44,0.984,527.34,1720.75,0.996,791.85,1823.49,0.986,474.31,1840.2,0.997,frontal,561.9452049499537,1034.9187004002124,False,574.8003208151383,1258.6922794925754,628.9759714265366
242,8066,547.79,938.95,1.0,719.07,1003.49,1.0,399.72,1004.78,1.0,834.64,1245.26,0.999,251.48,1247.76,1.0,662.94,1175.36,0.998,437.38,1189.26,0.998,664.84,1301.16,1.0,485.5,1317.0,1.0,756.58,1389.45,0.999,429.61,1417.04,0.998,744.37,1679.85,0.996,496.43,1696.49,0.999,722.32,1709.51,0.986,527.29,1720.78,0.996,791.85,1823.49,0.986,474.44,1840.21,0.996,frontal,559.3953910325282,1004.1338327691496,False,573.3007245945026,1239.1435789488366,628.9725886516229
243,8100,541.2,901.8,1.0,719.2,971.76,1.0,396.76,968.66,1.0,853.3,1215.49,0.999,254.03,1209.39,1.0,671.72,1187.11,0.996,430.71,1200.08,0.998,664.35,1280.01,1.0,481.02,1295.4,1.0,755.46,1390.18,0.999,436.03,1414.45,0.999,744.47,1680.09,0.998,496.49,1696.7,1.0,722.22,1709.59,0.988,527.22,1720.87,0.997,791.85,1823.95,0.989,474.44,1840.51,0.998,frontal,557.9810824818405,970.2068143222375,False,573.0053312187952,1217.243727286536,628.9302034011363
244,8133,537.86,845.12,1.0,716.76,926.55,1.0,395.27,935.04,1.0,852.42,1159.68,1.0,260.85,1157.39,1.0,674.64,1198.89,0.998,423.44,1223.89,0.997,668.49,1259.24,1.0,484.2,1277.05,1.0,752.56,1386.22,0.999,437.32,1407.39,0.999,744.7,1680.26,0.998,496.62,1697.17,1.0,722.26,1709.6,0.987,527.26,1721.14,0.995,791.81,1824.06,0.993,474.67,1841.01,0.998,frontal,556.0149773379751,930.7957679561209,False,573.7859044061055,1192.1425886298248,629.000348643819
245,8166,525.47,796.81,1.0,721.24,877.7,1.0,390.19,898.31,1.0,843.02,1118.41,0.999,268.16,1114.58,0.995,679.4,1201.35,0.992,400.61,1233.23,0.945,667.51,1231.49,1.0,482.54,1238.04,1.0,753.64,1393.16,0.996,438.78,1408.88,0.996,744.7,1680.71,0.995,496.74,1697.81,0.996,722.18,1709.62,0.922,527.28,1721.52,0.936,791.84,1824.09,0.986,474.8,1841.48,0.992,frontal,555.7127586799036,888.0027681390623,False,573.3259017959972,1163.048368103513,629.0245321894956
246,8200,519.97,736.68,1.0,723.34,837.09,1.0,384.02,855.29,1.0,838.06,1069.44,0.999,287.16,1074.43,0.998,700.08,1197.67,0.992,389.29,1243.23,0.979,666.81,1194.71,1.0,483.36,1193.83,1.0,751.99,1395.79,0.994,439.35,1409.44,0.995,744.81,1681.01,0.994,496.86,1698.24,0.994,722.17,1709.71,0.917,527.35,1721.8,0.932,791.87,1824.24,0.987,474.62,1842.1,0.99,frontal,553.6819760864043,846.1939297064243,False,573.0364580970007,1131.0286527709623,629.0013278090009
247,8233,506.24,686.15,1.0,722.25,801.08,1.0,377.5,809.75,1.0,828.78,1005.52,0.998,301.14,1045.96,0.997,725.84,1185.0,0.984,367.45,1232.82,0.978,667.8,1163.37,1.0,484.26,1166.46,1.0,747.86,1392.55,0.995,445.55,1417.39,0.995,744.92,1681.4,0.995,497.3,1699.0,0.995,722.17,1709.89,0.907,527.68,1722.36,0.924,791.92,1824.5,0.989,474.54,1842.92,0.991,frontal,549.8729925272419,805.4152926259419,False,572.4301369748189,1103.5653774741866,629.0782388900859
248,8266,503.5,636.35,1.0,704.36,741.94,1.0,368.3,768.7,1.0,820.2,942.61,0.999,317.78,1012.73,0.997,744.39,1176.39,0.993,358.36,1224.88,0.984,666.85,1146.6,1.0,483.99,1157.18,1.0,746.62,1403.31,0.998,449.89,1438.77,0.997,745.03,1682.06,0.997,497.95,1699.98,0.996,722.18,1710.32,0.94,528.08,1723.07,0.948,792.18,1825.02,0.994,474.52,1843.96,0.994,frontal,536.3334903351857,755.3193284348135,False,568.130599327106,1081.1424782590666,629.2410228970506
249,8300,502.17,569.04,1.0,703.49,695.31,1.0,366.02,718.99,1.0,803.87,911.46,0.999,330.97,970.93,0.996,771.71,1140.61,0.996,349.66,1201.02,0.986,666.0,1116.04,1.0,484.28,1128.26,1.0,743.56,1394.03,0.997,452.16,1432.61,0.996,745.23,1682.59,0.996,498.29,1700.72,0.996,722.2,1711.03,0.914,528.5,1724.01,0.929,792.69,1825.89,0.994,474.52,1844.63,0.994,frontal,534.7564027779956,707.1497243469372,False,567.3396007492648,1050.0451239813904,629.4768232482393
250,8333,502.32,522.71,1.0,701.41,646.84,1.0,366.11,676.65,1.0,796.83,881.86,0.999,343.72,928.37,0.996,793.63,1113.75,0.997,343.14,1151.76,0.991,659.42,1089.94,1.0,480.99,1097.95,1.0,743.5,1393.71,0.998,452.02,1415.55,0.997,745.65,1682.85,0.998,498.88,1701.21,0.996,722.52,1711.83,0.938,529.08,1724.62,0.929,793.39,1826.66,0.996,474.52,1845.38,0.994,frontal,533.760951249368,661.7410002325505,False,565.350130393573,1020.3154924453381,629.8743658078643
251,8366,501.09,470.84,1.0,700.7,601.25,1.0,368.27,630.35,1.0,786.99,850.63,0.999,347.01,877.2,0.995,805.06,1078.21,0.998,337.84,1095.46,0.988,660.48,1059.24,1.0,481.68,1064.47,1.0,739.64,1380.33,0.998,456.16,1388.86,0.997,745.92,1683.37,0.998,499.44,1701.46,0.997,722.6,1712.94,0.931,529.59,1724.97,0.931,794.46,1827.6,0.996,474.51,1846.11,0.995,frontal,534.4880430269775,615.7963833944223,False,565.7615029007991,986.7998997438046,630.2890976928791
252,8400,501.54,429.82,1.0,700.1,558.36,1.0,366.69,581.51,1.0,779.4,815.61,0.998,350.8,841.14,0.994,815.19,1031.45,0.997,337.86,1068.05,0.99,660.35,1038.64,1.0,477.54,1045.57,1.0,734.57,1379.17,0.998,462.8,1391.89,0.998,746.22,1683.83,0.998,500.35,1701.81,0.996,722.76,1714.08,0.943,530.3,1725.4,0.934,795.75,1828.3,0.995,474.51,1846.85,0.994,frontal,533.3954104904209,569.9325355895435,False,564.626926411439,961.6658562096256,630.8288904861281
253,8433,500.0,387.69,1.0,698.66,522.52,1.0,363.3,554.52,1.0,785.27,772.51,0.998,344.27,805.72,0.985,823.43,1002.06,0.997,336.7,1020.62,0.973,660.56,1020.95,1.0,476.87,1028.25,1.0,721.95,1381.89,0.997,473.43,1388.61,0.997,746.53,1684.07,0.997,500.94,1702.17,0.995,722.76,1714.62,0.914,531.13,1725.79,0.909,796.71,1828.65,0.994,474.5,1847.34,0.993,frontal,530.9780461863581,538.5182125845199,False,563.5669827532789,941.840971589318,631.2755504029444
254,8466,496.35,347.84,1.0,694.93,492.32,1.0,361.76,526.71,1.0,785.54,720.43,0.997,345.04,773.13,0.97,829.67,935.91,0.996,335.18,978.54,0.958,661.01,1002.41,1.0,477.28,1009.56,1.0,712.22,1378.49,0.996,477.9,1384.91,0.994,747.07,1684.28,0.995,501.07,1702.32,0.993,723.0,1715.02,0.847,531.21,1726.04,0.877,797.52,1829.27,0.99,474.5,1847.54,0.99,frontal,528.3446259584371,509.51264102333505,False,562.4649143362426,921.6900968672295,631.559525725818
255,8500,493.73,322.52,1.0,689.6,469.52,1.0,359.83,505.11,1.0,786.53,685.25,0.995,337.31,734.75,0.94,830.38,900.1,0.992,327.47,934.75,0.938,660.09,995.75,1.0,477.43,999.61,1.0,702.56,1367.93,0.997,481.22,1376.71,0.995,747.55,1684.03,0.996,501.58,1702.53,0.995,723.54,1715.1,0.825,531.73,1726.45,0.891,798.47,1829.37,0.991,474.48,1847.85,0.992,frontal,524.7183331773979,487.31545100278004,False,560.3888008657556,907.1353657537459,632.0559405317854
256,8533,492.11,314.32,1.0,687.74,455.36,1.0,361.92,492.28,1.0,789.54,666.12,0.993,334.96,715.84,0.929,832.51,870.32,0.989,318.64,912.02,0.937,659.68,992.98,1.0,477.29,994.93,1.0,691.02,1367.5,0.997,484.37,1382.33,0.994,747.72,1683.94,0.996,502.07,1702.46,0.994,723.82,1715.47,0.825,532.16,1726.45,0.889,798.81,1829.37,0.991,474.49,1847.85,0.992,frontal,524.8305433290711,473.8218935780396,False,559.695529236877,900.325777827807,632.3184790956445
257,8566,492.17,309.6,1.0,685.28,449.92,1.0,361.4,491.85,1.0,789.76,651.68,0.995,331.5,711.06,0.934,826.45,850.66,0.994,316.61,897.12,0.945,659.99,989.8,1.0,477.62,992.8,1.0,693.36,1364.09,0.997,484.24,1378.73,0.995,747.95,1683.94,0.996,502.45,1702.71,0.996,723.93,1716.31,0.864,532.55,1727.1,0.909,800.0,1829.58,0.993,474.49,1848.18,0.993,frontal,523.338544369836,470.887276814742,False,559.3982416495885,897.1536470774623,632.7443068246284
258,8600,493.3,305.53,1.0,684.99,445.27,1.0,360.69,487.96,1.0,791.93,640.93,0.992,329.93,697.93,0.933,830.82,852.96,0.988,312.01,890.94,0.929,661.02,985.26,1.0,478.76,988.66,1.0,693.01,1365.09,0.996,490.93,1374.08,0.994,748.05,1683.97,0.996,502.84,1702.6,0.994,724.11,1716.85,0.853,533.06,1727.23,0.88,801.15,1829.75,0.992,474.5,1848.18,0.992,frontal,522.840702131838,466.6165027452241,False,560.1767208246031,893.0042292442586,633.2060378229952
259,8633,494.63,301.42,1.0,685.48,438.83,1.0,359.67,485.69,1.0,792.49,640.8,0.994,329.78,698.93,0.939,829.38,849.87,0.993,308.19,883.39,0.944,662.38,978.57,1.0,480.91,983.06,1.0,692.5,1360.55,0.997,492.06,1373.95,0.994,748.58,1683.94,0.996,503.03,1702.5,0.994,724.52,1717.16,0.86,533.46,1727.35,0.875,802.39,1829.9,0.992,474.51,1848.18,0.99,frontal,522.5733737590425,462.25675029376225,False,560.828237143203,888.8678534874219,633.7205868006118
260,8666,493.48,296.57,1.0,686.1,440.51,1.0,360.59,486.7,1.0,792.24,640.45,0.992,330.87,698.89,0.904,830.67,841.96,0.988,312.75,885.42,0.919,662.84,983.91,1.0,481.93,986.55,1.0,696.44,1364.62,0.996,492.96,1373.62,0.993,748.69,1684.03,0.995,503.23,1702.47,0.994,724.52,1717.89,0.865,534.07,1727.68,0.885,804.07,1830.07,0.991,474.51,1848.29,0.991,frontal,523.340843801169,463.60198986713726,False,561.79116067486,891.2691382423825,634.2904386537358
261,8700,492.37,292.87,1.0,685.94,441.27,1.0,359.7,483.92,1.0,791.72,648.36,0.993,330.77,708.19,0.94,829.49,858.05,0.99,317.57,902.65,0.933,662.63,983.04,1.0,483.48,986.2,1.0,696.27,1365.54,0.996,494.33,1377.49,0.993,748.78,1684.11,0.995,503.53,1702.46,0.993,724.71,1718.46,0.842,534.85,1727.75,0.868,805.21,1830.22,0.99,474.51,1848.22,0.99,frontal,522.8236388213651,462.59351260326207,False,561.9533793469819,891.642394663671,634.8192652762614
262,8733,492.19,298.06,1.0,686.2,446.4,1.0,361.1,491.07,1.0,790.88,658.39,0.992,332.34,712.77,0.909,833.9,873.88,0.987,315.68,909.36,0.912,662.72,990.37,1.0,484.02,994.5,1.0,695.42,1368.82,0.996,492.88,1389.66,0.994,748.78,1684.33,0.995,503.9,1702.49,0.994,724.84,1719.2,0.833,535.7,1728.35,0.875,806.17,1830.76,0.99,474.5,1848.22,0.99,frontal,523.6510685819478,468.7334763820345,False,562.2054114404422,898.3777208571652,635.3033062289272
263,8766,491.3,300.74,1.0,687.34,457.69,1.0,362.29,499.01,1.0,788.87,671.26,0.994,332.59,726.66,0.924,833.78,886.89,0.989,313.94,924.56,0.923,662.87,995.01,1.0,485.2,999.49,1.0,697.62,1370.8,0.996,490.93,1394.43,0.994,748.88,1684.33,0.995,504.08,1702.48,0.994,725.03,1719.63,0.84,536.39,1728.45,0.883,807.31,1830.76,0.989,474.47,1848.17,0.991,frontal,524.8160791170816,478.3527412505432,False,562.8213137098537,904.8651615725288,635.7988267144119
264,8800,492.76,306.77,1.0,687.75,467.21,1.0,362.57,504.89,1.0,787.44,680.07,0.995,334.26,734.19,0.949,830.46,908.05,0.992,316.56,931.98,0.938,662.65,996.75,1.0,484.9,1000.95,1.0,701.68,1377.16,0.996,490.14,1395.16,0.993,748.93,1684.49,0.995,504.36,1702.52,0.994,725.09,1720.46,0.84,537.1,1729.03,0.879,808.23,1831.07,0.99,474.39,1848.3,0.991,frontal,525.1635271557774,486.051667801141,False,563.120465890788,909.1866144014917,636.2024347761247
265,8833,492.95,310.18,1.0,692.46,477.89,1.0,363.33,509.53,1.0,786.27,714.31,0.996,333.74,743.31,0.963,831.32,935.83,0.994,316.86,954.53,0.95,662.41,1005.53,1.0,483.93,1008.63,1.0,710.38,1382.11,0.996,487.67,1391.52,0.995,749.14,1684.49,0.996,504.47,1702.52,0.995,725.15,1720.67,0.867,537.42,1729.29,0.891,808.88,1831.59,0.991,474.41,1848.36,0.992,frontal,527.8973314519193,493.70648672699656,False,564.277994242898,916.3888929134971,636.464976342382
266,8866,493.34,318.2,1.0,696.22,503.14,1.0,362.96,531.61,1.0,785.41,748.43,0.997,332.35,771.97,0.981,827.17,956.01,0.996,314.95,987.74,0.962,664.41,1024.95,1.0,483.64,1032.0,1.0,718.29,1384.6,0.998,481.13,1392.85,0.998,749.44,1684.67,0.998,504.36,1702.64,0.997,725.24,1721.33,0.946,537.42,1729.65,0.928,809.56,1831.76,0.995,474.41,1848.74,0.994,frontal,529.5944533160324,517.3755356668903,False,565.2167573474613,934.8126432268042,636.657514087575
267,8900,494.61,339.0,1.0,696.83,531.17,1.0,363.28,557.99,1.0,785.7,776.88,0.997,330.72,802.99,0.985,816.62,986.26,0.995,311.61,1016.57,0.975,664.54,1050.9,1.0,482.68,1056.6,1.0,733.36,1405.0,0.997,468.52,1409.93,0.997,749.73,1685.51,0.996,504.41,1703.24,0.996,725.17,1722.4,0.925,537.74,1730.44,0.931,810.48,1832.2,0.992,474.4,1849.12,0.992,frontal,530.059687441128,544.5799545592961,False,565.3824255667346,958.5151202994796,636.9498769872249
268,8933,494.96,367.71,1.0,698.38,558.16,1.0,363.05,586.63,1.0,787.12,803.42,0.999,320.41,832.59,0.987,804.83,1029.05,0.998,308.39,1044.65,0.98,663.9,1066.69,1.0,480.07,1076.99,1.0,741.18,1408.28,0.998,454.69,1422.88,0.997,750.03,1686.19,0.996,504.49,1703.62,0.996,725.26,1722.95,0.922,537.96,1730.66,0.937,811.27,1832.71,0.993,474.4,1849.44,0.993,frontal,530.714598351021,572.397369875416,False,564.2372278925328,977.9122319634645,637.2231609778742
269,8966,496.23,407.61,1.0,696.97,593.14,1.0,363.04,619.52,1.0,800.81,833.98,0.999,314.1,853.43,0.993,775.93,1040.98,0.998,310.87,1051.69,0.986,663.35,1079.64,1.0,480.64,1088.55,1.0,745.24,1414.38,0.998,451.07,1437.69,0.998,750.25,1687.05,0.998,504.56,1704.32,0.997,725.26,1723.5,0.946,538.24,1731.2,0.944,811.45,1832.98,0.996,474.39,1849.75,0.995,frontal,530.0018871697059,606.3281230740595,False,564.2817105568953,997.4351233283203,637.3348877046486
270,9000,497.44,448.09,1.0,695.7,628.98,1.0,366.7,652.53,1.0,808.33,848.1,0.999,306.56,878.64,0.994,756.95,1025.43,0.998,316.04,1056.03,0.988,661.08,1086.73,1.0,479.72,1096.87,1.0,744.27,1404.27,0.998,443.82,1436.48,0.998,750.25,1687.82,0.997,504.72,1705.08,0.997,725.26,1723.95,0.925,538.39,1731.74,0.942,811.45,1833.3,0.995,474.4,1849.98,0.995,frontal,531.1988616877203,640.7516927840493,False,563.4387633415288,1012.4453490687736,637.3745373041628
271,9033,500.4,499.03,1.0,694.36,669.58,1.0,368.54,691.54,1.0,818.59,877.83,1.0,300.18,903.32,0.994,734.06,1023.59,0.998,318.52,1051.95,0.987,660.37,1106.34,1.0,480.02,1120.77,1.0,745.3,1408.95,0.998,436.8,1448.82,0.998,750.47,1688.3,0.997,504.72,1705.89,0.997,725.36,1724.07,0.911,538.64,1732.52,0.94,811.16,1833.56,0.994,474.38,1850.51,0.994,frontal,531.4498425976467,680.560514765471,False,563.1004633685641,1037.3083988809092,637.3853370167863
