frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
112,3733,475.53,340.94,1.0,642.43,435.16,1.0,315.72,476.73,1.0,738.06,658.6,0.991,312.16,698.48,0.935,784.94,861.23,0.988,296.15,892.61,0.936,627.57,965.61,1.0,446.56,971.49,1.0,674.18,1338.55,0.994,464.88,1351.1,0.992,740.09,1650.4,0.994,493.43,1666.52,0.991,713.77,1684.57,0.821,522.32,1693.33,0.86,788.53,1799.12,0.989,465.67,1812.27,0.988,frontal,479.0763706925728,455.9417195439455,False,526.5472147408165,877.0104826159989,622.5702439245018
113,3766,474.42,346.01,1.0,641.03,444.05,1.0,315.51,484.65,1.0,738.37,666.36,0.992,308.95,700.19,0.907,785.6,863.21,0.99,294.43,897.46,0.9,624.68,968.41,1.0,445.81,974.45,1.0,676.35,1340.16,0.994,465.35,1351.98,0.99,740.09,1650.42,0.993,493.22,1666.44,0.989,713.74,1684.66,0.792,522.31,1693.3,0.831,789.13,1799.3,0.987,465.58,1812.27,0.986,frontal,478.27085954172776,464.3506988522407,False,525.7021802843685,881.4564488278919,622.6901614465003
114,3800,471.74,350.43,1.0,641.85,450.1,1.0,316.27,492.4,1.0,738.36,671.73,0.995,306.81,716.78,0.944,787.97,865.1,0.994,287.62,907.58,0.939,624.75,978.25,1.0,446.4,987.43,1.0,683.55,1347.08,0.995,463.61,1359.35,0.991,740.05,1650.46,0.993,493.09,1666.44,0.99,713.68,1684.71,0.815,522.35,1693.3,0.848,789.39,1799.41,0.987,465.51,1812.31,0.987,frontal,479.0611657546085,471.252145812251,False,526.4570596836672,889.9386177806854,622.7299833338715
115,3833,464.85,364.94,1.0,643.25,472.82,1.0,318.26,516.13,1.0,737.73,690.61,0.993,298.85,734.72,0.939,783.49,879.77,0.989,273.79,940.72,0.945,626.24,997.66,1.0,450.67,1007.05,1.0,692.79,1351.03,0.995,458.63,1361.53,0.994,740.05,1650.45,0.995,492.9,1666.46,0.993,713.68,1684.66,0.845,522.47,1693.32,0.901,789.56,1799.37,0.99,465.13,1812.48,0.99,frontal,480.75234124402357,494.47754617692306,False,528.1672135805945,906.8394812937981,622.7083895671647
116,3866,461.76,387.68,1.0,644.04,503.38,1.0,319.94,542.89,1.0,738.66,724.22,0.995,293.31,757.35,0.974,777.94,900.84,0.993,265.27,960.12,0.966,633.53,1010.25,1.0,457.56,1021.53,1.0,699.71,1353.85,0.995,455.13,1363.95,0.995,739.95,1650.52,0.995,492.68,1666.49,0.994,713.56,1684.85,0.885,522.49,1693.45,0.904,789.7,1799.41,0.991,464.73,1812.83,0.991,frontal,481.98856801056536,523.1361784897603,False,531.3606105798975,923.9094549302243,622.6207965627415
117,3900,461.75,417.06,1.0,647.09,533.03,1.0,321.88,569.73,1.0,747.21,752.99,0.998,289.12,783.76,0.991,783.93,954.92,0.997,259.81,970.73,0.985,638.52,1026.18,1.0,457.69,1037.28,1.0,703.42,1360.79,0.997,446.66,1368.17,0.997,739.85,1650.67,0.996,492.47,1666.78,0.995,713.41,1685.17,0.934,522.53,1693.78,0.925,789.86,1799.47,0.993,464.46,1813.26,0.992,frontal,484.48080175277846,551.3795082251154,False,532.9194579134878,942.1525423354134,622.5654511838544
118,3933,460.14,449.23,1.0,649.23,567.75,1.0,326.17,607.24,1.0,759.43,780.59,0.999,285.27,812.96,0.995,781.25,985.41,0.996,262.26,986.02,0.99,643.5,1035.36,1.0,461.46,1050.84,1.0,710.28,1362.15,0.997,439.66,1368.7,0.998,739.82,1651.03,0.997,492.36,1667.11,0.997,713.43,1685.77,0.946,522.56,1694.14,0.941,789.86,1799.64,0.995,464.53,1813.74,0.994,frontal,487.7010404084343,587.4977237693581,False,535.9132012699815,960.7143846790649,622.595830748543
119,3966,461.69,481.9,1.0,652.16,602.48,1.0,327.2,642.45,1.0,776.29,809.19,0.999,277.38,846.22,0.995,771.0,990.84,0.997,263.54,1004.95,0.992,643.77,1050.35,1.0,462.82,1063.84,1.0,714.19,1369.33,0.998,432.52,1374.51,0.997,739.6,1651.49,0.998,492.4,1667.48,0.997,713.36,1686.02,0.929,522.67,1694.69,0.947,789.86,1799.87,0.995,464.07,1814.28,0.995,frontal,489.68066137809785,622.4662069554922,False,536.9185354810469,980.9275383691382,622.4890402842022
120,4000,463.84,525.42,1.0,658.73,645.94,1.0,335.35,677.53,1.0,795.44,849.86,0.999,278.49,869.6,0.995,766.61,1001.39,0.997,265.88,1009.08,0.994,640.86,1064.0,1.0,461.65,1075.99,1.0,721.69,1366.09,0.997,424.17,1381.9,0.997,739.32,1652.09,0.997,492.44,1667.65,0.996,713.25,1686.45,0.925,522.71,1694.79,0.94,789.86,1800.34,0.994,463.81,1814.63,0.994,frontal,497.0381314387927,661.733615004317,False,539.2391828783425,1001.5510617716361,622.4090163093817
121,4033,464.92,569.28,1.0,660.66,678.12,1.0,338.31,724.03,1.0,802.75,873.77,1.0,272.79,925.69,0.998,753.42,1009.49,0.998,266.42,1004.42,0.997,640.17,1064.12,1.0,462.99,1082.61,1.0,723.6,1352.34,0.997,429.18,1374.97,0.997,739.39,1652.46,0.996,492.33,1667.8,0.996,713.28,1686.83,0.922,522.69,1694.91,0.933,789.98,1800.48,0.991,463.89,1815.01,0.993,frontal,499.48442395660516,701.0751446205406,False,540.7980513198729,1017.1513152950552,622.4619032180062
122,4066,466.31,614.67,1.0,667.47,721.01,1.0,346.73,759.87,1.0,818.64,919.14,0.999,273.49,986.49,0.996,730.8,1013.48,0.989,276.26,1017.72,0.993,641.84,1082.05,1.0,466.82,1103.81,1.0,725.18,1328.79,0.995,432.55,1355.91,0.995,739.39,1652.66,0.994,492.33,1667.93,0.996,713.28,1687.14,0.888,522.69,1695.17,0.93,790.06,1800.76,0.987,463.93,1815.46,0.992,frontal,507.0957081255724,740.4377696919382,False,545.349113287145,1037.9226887486202,622.4919289342539
123,4100,466.4,657.15,1.0,684.09,763.72,1.0,363.27,789.2,1.0,825.58,986.72,0.999,278.07,1027.84,0.995,702.09,1020.85,0.991,290.97,1041.71,0.993,648.32,1103.48,1.0,472.82,1121.18,1.0,726.57,1330.22,0.996,432.56,1354.57,0.996,739.42,1652.83,0.995,492.3,1668.06,0.997,713.31,1687.27,0.912,522.68,1695.4,0.947,789.97,1800.76,0.988,463.93,1816.04,0.993,frontal,523.6780492077793,776.4617734585734,False,553.8141884652014,1061.003142046512,622.4732051030102
124,4133,468.41,721.32,1.0,691.43,802.47,1.0,366.91,832.37,1.0,821.56,1040.46,0.997,275.7,1084.04,0.996,685.87,1028.31,0.982,308.99,1060.52,0.991,652.6,1109.66,1.0,476.84,1125.3,1.0,731.92,1336.82,0.994,431.18,1358.69,0.995,739.42,1653.18,0.994,492.3,1668.29,0.997,713.31,1687.37,0.895,522.68,1695.67,0.956,789.94,1800.84,0.987,463.9,1816.35,0.995,frontal,529.174223800481,817.4244168825428,False,557.3492219716919,1081.3116842021918,622.4574471457315
125,4166,472.89,765.16,1.0,688.14,840.28,1.0,366.12,869.68,1.0,815.31,1080.72,0.996,271.66,1131.83,0.997,669.9,1039.33,0.985,344.04,1073.01,0.993,651.0,1129.89,1.0,472.58,1141.81,1.0,734.28,1348.41,0.994,426.82,1380.13,0.996,739.42,1653.5,0.994,492.3,1668.59,0.998,713.32,1687.54,0.924,522.67,1695.96,0.96,789.93,1800.78,0.988,463.86,1816.63,0.995,frontal,527.1301824024878,854.9795114656147,False,555.0630836307507,1106.490588747213,622.4444570392102
126,4200,476.44,811.9,1.0,683.83,871.96,1.0,360.53,911.0,1.0,808.49,1106.01,0.997,269.72,1177.37,0.998,655.65,1050.93,0.989,358.64,1093.67,0.995,650.89,1136.69,1.0,470.97,1153.39,1.0,733.04,1345.52,0.991,428.58,1374.6,0.992,739.43,1653.86,0.992,492.32,1668.86,0.997,713.32,1687.81,0.898,522.74,1696.51,0.963,789.91,1800.72,0.984,463.86,1816.54,0.994,frontal,522.1783887393965,891.4784531544035,False,552.8136587888238,1123.9944302930944,622.4574132656101
127,4233,484.28,865.06,1.0,692.63,900.69,1.0,361.08,942.67,1.0,807.49,1154.56,0.996,266.18,1211.38,0.999,648.98,1060.94,0.986,379.45,1103.41,0.995,652.24,1156.04,1.0,469.61,1175.79,1.0,732.7,1344.63,0.991,430.28,1373.91,0.991,739.44,1654.48,0.991,492.32,1669.03,0.997,713.43,1688.04,0.893,522.73,1696.71,0.969,789.83,1800.86,0.981,463.89,1816.47,0.994,frontal,526.859031297586,921.6805182715409,False,554.3642645243166,1144.6712852626756,622.4724633393442
128,4266,498.88,899.36,1.0,705.37,936.12,1.0,367.32,960.23,1.0,805.43,1193.1,0.998,270.01,1231.95,0.999,647.11,1078.64,0.996,398.9,1105.68,0.998,656.29,1194.23,1.0,470.21,1214.79,1.0,732.73,1338.23,0.996,432.32,1363.73,0.993,739.45,1654.62,0.993,492.3,1669.03,0.998,713.43,1688.04,0.967,522.7,1696.61,0.987,789.54,1800.86,0.984,463.92,1816.37,0.994,frontal,536.3433849029868,948.1752974996332,False,558.6849744728203,1168.7507402450597,622.4002496830393
129,4300,510.36,928.51,1.0,708.02,956.83,1.0,374.63,987.08,1.0,799.06,1213.83,0.998,276.24,1262.55,1.0,627.95,1088.29,0.996,406.87,1122.95,0.999,662.03,1228.79,1.0,476.12,1247.43,1.0,738.39,1333.31,0.999,431.76,1366.28,0.998,739.45,1654.79,0.995,492.3,1669.13,0.999,713.42,1688.04,0.985,522.64,1696.67,0.995,789.26,1800.91,0.984,463.92,1816.4,0.995,frontal,541.3260508388516,971.9560689833706,False,562.9642562387197,1190.922939484931,622.3099323669626
130,4333,524.73,948.01,1.0,711.0,986.36,1.0,386.15,1008.6,1.0,795.75,1238.0,0.998,287.78,1283.75,1.0,625.99,1110.53,0.997,417.65,1138.94,0.999,663.54,1252.55,1.0,483.5,1268.38,1.0,743.17,1324.36,0.999,428.29,1365.74,0.999,739.45,1654.79,0.995,492.31,1669.13,0.999,713.53,1688.0,0.988,522.58,1696.67,0.996,789.26,1800.96,0.985,463.97,1816.37,0.996,frontal,548.5784374845608,997.4796321549652,False,567.4726215243481,1208.701328433772,622.331861908084
131,4366,535.36,972.96,1.0,713.31,1017.7,1.0,384.53,1037.04,1.0,798.7,1268.0,0.998,292.35,1306.08,1.0,629.68,1128.91,0.998,425.25,1165.17,0.999,662.21,1268.36,1.0,485.63,1287.59,1.0,748.93,1330.26,0.996,426.96,1374.28,0.996,739.42,1654.7,0.99,492.31,1669.09,0.999,713.51,1687.94,0.98,522.47,1696.6,0.993,788.86,1800.67,0.981,464.05,1816.07,0.995,frontal,548.9220113005686,1027.3712139593604,False,568.3344974226272,1228.2797052490957,622.220099571997
132,4400,540.37,999.6,1.0,714.64,1031.77,1.0,386.06,1056.46,1.0,798.01,1282.86,0.996,299.29,1318.16,1.0,629.39,1143.81,0.994,442.82,1178.55,0.998,659.92,1284.81,1.0,484.75,1299.95,1.0,748.21,1331.58,0.991,428.15,1372.42,0.994,739.4,1654.67,0.981,492.31,1669.09,0.998,713.49,1687.92,0.964,522.27,1696.6,0.989,788.64,1799.71,0.966,464.2,1815.79,0.991,frontal,550.3520166881635,1044.116819241764,False,568.468295922375,1240.2077045313233,622.1514712682552
133,4433,545.01,1011.32,1.0,717.1,1041.77,1.0,386.09,1062.39,1.0,801.12,1288.71,0.999,300.77,1330.98,1.0,635.64,1158.66,0.998,436.66,1195.95,0.999,659.51,1295.6,1.0,484.91,1310.35,1.0,751.61,1332.87,0.995,427.32,1370.29,0.996,739.4,1654.61,0.989,492.31,1669.05,0.999,713.49,1687.82,0.976,522.09,1696.59,0.994,788.35,1798.56,0.977,464.4,1815.55,0.994,frontal,551.5940381284206,1052.078329426196,False,569.1964820655322,1247.4247777563114,622.0832473802521
134,4466,551.15,1019.07,1.0,716.83,1046.22,1.0,385.09,1071.75,1.0,814.11,1304.1,0.999,296.55,1337.79,1.0,638.94,1169.35,0.999,439.93,1207.46,1.0,659.81,1304.6,1.0,486.22,1323.79,1.0,755.34,1331.75,0.999,427.33,1369.15,0.999,739.38,1654.56,0.996,492.31,1669.04,1.0,713.46,1687.57,0.994,521.99,1696.55,0.998,788.05,1797.55,0.988,464.66,1815.44,0.997,frontal,550.9621062749952,1058.9838703757603,False,569.8684324326606,1254.5193226390672,622.0418598305733
135,4500,552.85,1028.24,1.0,715.62,1045.32,1.0,388.95,1066.16,1.0,817.13,1298.11,0.999,298.24,1334.04,1.0,653.23,1176.65,0.998,439.71,1211.87,1.0,659.24,1305.47,1.0,488.79,1322.67,1.0,757.75,1332.05,0.999,427.17,1369.1,0.999,739.38,1654.55,0.996,492.3,1669.04,1.0,713.51,1687.44,0.993,521.78,1696.55,0.999,788.2,1797.4,0.988,464.84,1815.25,0.998,frontal,552.2830038660762,1055.7399566140004,False,571.0261018404686,1253.07260846097,622.0815353420941
136,4533,555.19,1025.0,1.0,718.29,1043.21,1.0,389.97,1069.36,1.0,830.14,1301.41,0.999,293.97,1332.45,1.0,662.73,1178.62,0.997,439.25,1215.01,1.0,659.37,1304.72,1.0,490.04,1327.0,1.0,759.47,1333.52,0.999,422.93,1369.38,0.999,739.38,1654.48,0.996,492.3,1669.03,1.0,713.64,1687.19,0.992,521.55,1696.51,0.998,787.89,1797.06,0.988,465.03,1815.31,0.997,frontal,554.1321072102402,1056.2851299604017,False,571.9936778992233,1254.1209753559433,622.0278142355497
137,4566,558.45,1018.12,1.0,716.63,1027.2,1.0,392.75,1056.14,1.0,828.61,1274.73,0.998,290.79,1314.66,1.0,665.54,1166.17,0.997,437.48,1203.73,1.0,658.77,1290.71,1.0,487.56,1310.66,1.0,758.7,1335.24,0.999,397.91,1381.32,0.998,739.38,1654.51,0.992,492.3,1669.05,0.999,713.69,1687.25,0.981,521.44,1696.52,0.996,787.94,1797.22,0.976,464.92,1815.07,0.994,frontal,554.6923480294839,1041.6664525268934,False,569.3917794575392,1243.1119402190607,621.9939378528879
138,4600,557.1,1007.77,1.0,719.36,1013.49,1.0,395.43,1041.76,1.0,821.42,1257.74,0.999,283.17,1300.08,1.0,666.68,1162.56,0.997,432.03,1189.46,1.0,660.81,1284.13,1.0,490.36,1301.59,1.0,755.39,1334.09,0.999,409.39,1377.95,0.999,739.39,1654.51,0.996,492.3,1669.08,1.0,713.85,1687.17,0.99,521.37,1696.54,0.998,787.9,1797.3,0.984,464.98,1815.02,0.996,frontal,557.3952227859379,1027.6250609546032,False,571.3909399985819,1234.015308219621,622.0254754006467
139,4633,559.44,1000.25,1.0,718.24,1003.55,1.0,395.28,1022.26,1.0,824.79,1238.55,0.999,274.51,1283.0,1.0,667.24,1157.22,0.997,433.12,1179.39,0.999,660.69,1277.69,1.0,489.22,1292.32,1.0,751.37,1332.52,0.999,419.87,1367.91,0.999,739.39,1654.52,0.996,492.32,1669.15,1.0,713.97,1687.17,0.992,521.17,1696.56,0.998,787.9,1797.3,0.986,465.23,1815.02,0.997,frontal,556.7588200687767,1012.9053903027373,False,571.2842988636731,1223.9586773878593,622.0669121515187
140,4666,558.61,974.44,1.0,720.8,975.24,1.0,392.11,994.52,1.0,832.08,1221.36,0.999,261.97,1239.07,1.0,668.18,1152.92,0.998,431.14,1172.41,0.999,660.74,1256.18,1.0,488.22,1271.1,1.0,744.84,1327.32,0.999,425.78,1361.63,0.999,739.39,1654.52,0.997,492.34,1669.17,1.0,714.01,1686.98,0.994,520.9,1696.56,0.999,787.66,1797.3,0.989,465.37,1815.02,0.998,frontal,556.457942972714,984.878606371416,False,570.7818578605632,1203.5147025313954,621.9851761713613
141,4700,554.26,935.72,1.0,722.46,941.67,1.0,386.53,966.81,1.0,838.31,1189.83,0.998,253.56,1213.82,0.999,665.19,1150.86,0.992,427.54,1176.21,0.996,664.93,1227.17,1.0,482.83,1244.08,1.0,740.86,1329.1,0.995,438.75,1366.11,0.995,739.39,1654.56,0.991,492.34,1669.21,0.998,713.96,1686.98,0.962,520.74,1696.56,0.988,787.42,1797.33,0.976,465.65,1815.06,0.994,frontal,554.4931003508465,954.238809259633,False,570.5382419428724,1181.2493076858527,621.9443170903925
142,4733,545.41,889.63,1.0,719.72,895.7,1.0,386.82,924.16,1.0,836.98,1138.65,0.999,260.01,1153.61,1.0,663.9,1154.44,0.996,416.84,1186.01,0.996,667.25,1203.87,1.0,480.16,1217.12,1.0,738.82,1330.73,0.998,445.44,1355.64,0.999,739.39,1654.62,0.997,492.36,1669.34,0.999,714.12,1687.01,0.982,520.69,1696.59,0.995,787.18,1797.33,0.99,465.75,1815.08,0.997,frontal,553.2716193957051,909.9264694762708,False,570.5975749976702,1152.4374648563755,621.9323748464537
143,4766,531.2,833.56,1.0,719.49,857.46,1.0,387.19,890.83,1.0,831.94,1100.05,0.999,266.21,1099.45,0.998,667.2,1160.85,0.986,400.35,1205.8,0.974,668.35,1176.2,1.0,482.51,1185.84,1.0,739.35,1339.21,0.995,454.82,1362.67,0.996,739.38,1654.86,0.995,492.36,1669.49,0.996,714.18,1687.04,0.922,520.61,1696.61,0.938,786.82,1797.35,0.989,465.97,1815.11,0.993,frontal,553.3392779900739,874.1428080529702,False,572.0969074233069,1127.4547680676926,621.8965580307001
144,4800,524.05,779.79,1.0,719.93,821.7,1.0,383.62,848.56,1.0,814.46,1050.27,0.998,290.74,1065.07,0.998,697.48,1168.14,0.979,384.98,1212.56,0.985,669.21,1140.3,1.0,485.35,1149.26,1.0,735.62,1351.0,0.993,455.19,1368.95,0.994,739.38,1655.06,0.995,492.37,1669.91,0.995,714.18,1687.07,0.919,520.61,1696.74,0.934,786.43,1797.42,0.988,466.2,1815.29,0.991,frontal,551.775543471228,835.1295158123665,False,572.2201244966514,1099.330902950916,621.8558741800581
145,4833,515.78,721.73,1.0,717.17,787.71,1.0,376.7,810.21,1.0,797.06,996.79,0.999,315.13,1034.19,0.998,723.12,1170.21,0.988,378.11,1213.98,0.987,667.87,1126.74,1.0,486.51,1132.62,1.0,735.57,1354.48,0.993,453.85,1366.73,0.994,739.38,1655.15,0.994,492.46,1670.24,0.994,714.18,1687.09,0.889,520.7,1696.92,0.917,786.27,1798.05,0.988,466.36,1815.5,0.991,frontal,546.937524781487,798.9601443499604,False,570.6584791485323,1078.7419025453203,621.876528476983
146,4866,510.24,676.48,1.0,711.42,737.58,1.0,371.44,766.35,1.0,789.72,950.21,0.999,328.49,1008.71,0.997,740.96,1164.86,0.988,372.53,1211.12,0.981,666.91,1111.51,1.0,487.24,1118.09,1.0,737.0,1357.65,0.993,457.73,1362.19,0.994,739.39,1655.44,0.991,492.5,1670.62,0.994,714.18,1687.15,0.858,520.7,1697.14,0.912,786.27,1798.68,0.985,466.54,1816.01,0.991,frontal,541.4340665400598,751.9655391228134,False,569.3689508344343,1054.7534050227512,621.9213949091658
147,4900,508.35,626.32,1.0,705.15,692.48,1.0,368.89,724.82,1.0,787.43,911.59,0.999,340.92,964.88,0.996,762.92,1132.25,0.994,361.06,1182.25,0.983,666.67,1089.2,1.0,489.43,1093.51,1.0,734.41,1350.9,0.991,458.68,1345.96,0.992,739.39,1655.71,0.991,492.53,1671.19,0.993,714.16,1687.32,0.846,520.7,1697.75,0.903,786.2,1799.19,0.985,466.69,1816.63,0.991,frontal,537.0206523131392,708.6495754938503,False,568.4319459732798,1026.7396581599394,621.9375173647728
148,4933,510.36,565.09,1.0,699.59,639.39,1.0,371.36,675.06,1.0,777.22,876.87,0.999,353.25,918.26,0.996,776.45,1100.78,0.997,357.48,1141.08,0.988,662.31,1061.84,1.0,489.67,1065.85,1.0,730.87,1348.61,0.995,459.02,1350.74,0.994,739.4,1656.3,0.995,492.58,1671.8,0.994,714.16,1687.98,0.9,520.72,1698.44,0.9,786.3,1800.14,0.991,466.69,1817.06,0.991,frontal,535.4751104957811,657.2211560495302,False,566.947359853166,996.5291465616892,621.967369347816
149,4966,508.95,526.13,1.0,697.45,594.36,1.0,367.73,633.82,1.0,775.0,836.31,0.999,357.45,879.73,0.996,789.99,1060.69,0.998,356.91,1105.24,0.988,660.8,1035.31,1.0,489.38,1042.12,1.0,724.07,1352.18,0.997,463.88,1361.41,0.996,739.41,1656.65,0.996,492.66,1672.58,0.994,714.15,1688.5,0.932,520.8,1699.3,0.914,786.35,1800.75,0.994,466.62,1817.76,0.992,frontal,532.5885064541651,614.0914147488625,False,565.5419617472545,971.0435541070642,621.9793841628265
150,5000,507.57,474.37,1.0,698.34,555.17,1.0,367.89,587.54,1.0,772.98,806.09,0.999,368.3,837.59,0.994,797.76,1026.96,0.996,356.58,1059.31,0.986,661.77,1015.58,1.0,488.36,1020.48,1.0,713.67,1356.06,0.997,466.6,1361.43,0.997,739.4,1657.37,0.998,492.7,1673.46,0.996,714.14,1689.44,0.948,520.87,1700.28,0.926,786.37,1801.63,0.996,466.59,1818.44,0.994,frontal,533.1163654313679,571.3584052960059,False,565.3856125360757,946.767400717989,621.9921034459255
151,5033,508.78,435.95,1.0,696.15,519.4,1.0,367.48,555.83,1.0,774.1,767.65,0.998,367.83,804.84,0.991,794.81,986.22,0.995,359.63,1024.83,0.971,661.94,987.65,1.0,486.9,994.18,1.0,705.68,1353.88,0.996,471.14,1359.86,0.996,739.4,1658.35,0.997,492.72,1674.04,0.995,714.15,1690.79,0.925,521.0,1701.27,0.896,786.44,1802.37,0.995,466.56,1818.91,0.993,frontal,531.8132608712708,537.6147620162302,False,564.4464374655361,922.5583215542729,622.0365753835096
152,5066,510.13,397.94,1.0,692.51,495.66,1.0,361.58,535.81,1.0,778.78,729.39,0.996,356.3,777.95,0.985,796.12,958.42,0.986,355.1,981.05,0.962,659.18,982.06,1.0,481.49,989.0,1.0,702.61,1350.77,0.997,476.14,1356.65,0.995,739.39,1658.5,0.997,492.72,1673.92,0.995,714.13,1691.34,0.897,521.11,1701.27,0.897,786.58,1802.5,0.995,466.56,1819.08,0.993,frontal,527.0449644931632,515.7356530042126,False,561.2249677642617,910.4790293708995,622.092900120164
153,5100,509.94,375.32,1.0,691.72,471.25,1.0,356.24,515.42,1.0,782.03,702.84,0.995,350.03,750.06,0.975,805.44,916.24,0.988,353.81,945.19,0.956,658.66,974.6,1.0,479.53,983.31,1.0,701.43,1347.07,0.996,479.21,1356.47,0.993,739.39,1658.31,0.996,492.76,1674.0,0.993,714.11,1691.34,0.822,521.39,1701.45,0.869,786.8,1802.5,0.992,466.56,1819.08,0.991,frontal,523.9810271562973,493.33654772392595,False,559.7720194149468,898.3133492643369,622.2139663568983
154,5133,508.85,357.72,1.0,688.21,457.86,1.0,356.67,495.67,1.0,787.05,675.38,0.993,349.74,725.63,0.966,815.72,888.91,0.982,351.65,924.34,0.945,658.08,970.98,1.0,477.76,974.15,1.0,695.56,1346.02,0.997,481.99,1355.21,0.994,739.39,1658.4,0.996,492.76,1673.86,0.992,714.13,1691.34,0.821,521.44,1701.45,0.852,786.76,1802.72,0.992,466.56,1819.08,0.99,frontal,522.4368525122715,476.7647359721217,False,558.7112166320978,888.4121231393675,622.220747395718
155,5166,508.44,348.31,1.0,686.55,442.45,1.0,357.71,486.33,1.0,787.6,662.49,0.99,348.09,710.39,0.963,815.5,884.31,0.979,345.19,901.82,0.947,657.92,970.57,1.0,478.99,971.8,1.0,696.04,1346.53,0.995,480.03,1354.52,0.993,739.44,1658.29,0.994,492.74,1673.82,0.993,714.14,1691.4,0.806,521.85,1701.76,0.872,787.14,1802.88,0.988,466.48,1819.29,0.99,frontal,522.1310242266362,464.38916044971745,False,558.6558501393323,882.7530875542899,622.404127394085
156,5200,508.15,344.81,1.0,685.24,435.64,1.0,358.88,482.15,1.0,789.33,647.75,0.989,347.17,699.46,0.941,816.47,870.24,0.976,346.68,897.41,0.916,659.02,968.23,1.0,480.53,968.52,1.0,692.91,1344.55,0.995,483.77,1354.35,0.992,739.43,1658.58,0.994,492.74,1673.73,0.992,714.16,1691.88,0.796,521.97,1701.67,0.844,787.33,1803.55,0.989,466.46,1819.29,0.989,frontal,522.0591439448311,458.89559454951404,False,559.2020947352183,878.8297142534143,622.4800797525556
157,5233,508.32,343.63,1.0,684.37,431.77,1.0,359.43,476.87,1.0,787.26,647.94,0.986,348.32,692.38,0.929,814.32,853.46,0.973,345.15,885.63,0.91,659.21,961.64,1.0,481.1,962.73,1.0,691.19,1343.07,0.994,488.08,1351.94,0.991,739.43,1659.2,0.994,492.74,1673.72,0.991,714.23,1692.89,0.785,522.21,1701.87,0.834,787.54,1804.43,0.988,466.47,1819.39,0.988,frontal,521.8976167173842,454.3184525808424,False,559.4655878746349,874.4359904469933,622.6130629428093
158,5266,508.73,342.77,1.0,681.79,429.56,1.0,360.32,478.6,1.0,780.55,643.95,0.987,351.55,698.66,0.946,812.99,850.34,0.979,344.91,888.42,0.933,659.37,959.22,1.0,481.7,961.96,1.0,691.02,1342.55,0.994,486.92,1347.7,0.991,739.43,1659.76,0.994,492.74,1673.71,0.992,714.32,1694.07,0.807,522.31,1702.16,0.849,787.78,1804.59,0.989,466.45,1819.39,0.989,frontal,521.0534158406343,454.0812129645939,False,559.1029607389672,873.4682037173393,622.7134608255662
159,5300,508.81,340.83,1.0,679.66,431.42,1.0,360.65,476.84,1.0,773.89,647.46,0.986,354.84,693.31,0.934,811.62,855.6,0.979,345.65,888.71,0.919,658.88,956.27,1.0,481.71,958.59,1.0,690.06,1342.9,0.993,486.65,1349.67,0.989,739.43,1660.24,0.992,492.74,1673.69,0.99,714.41,1694.99,0.786,522.31,1702.41,0.82,788.67,1804.9,0.986,466.46,1819.39,0.986,frontal,520.153276881899,454.12900243723914,False,558.4977098469384,872.4373785185252,622.9620164227072
160,5333,506.92,341.1,1.0,681.0,436.5,1.0,360.96,475.26,1.0,770.59,663.72,0.99,359.21,695.83,0.945,807.43,867.13,0.984,346.43,890.16,0.938,657.84,957.67,1.0,481.22,958.63,1.0,689.18,1342.16,0.993,487.38,1349.67,0.991,739.41,1660.24,0.993,492.76,1673.45,0.991,714.44,1694.99,0.815,522.48,1702.22,0.84,788.94,1804.82,0.987,466.47,1819.33,0.987,frontal,520.9804207471263,455.8810925005545,False,558.5146564638758,873.8482371836,623.0814498631996
161,5366,506.57,339.88,1.0,682.23,444.19,1.0,360.98,480.12,1.0,768.64,678.94,0.984,359.05,701.11,0.937,802.59,885.85,0.969,343.58,899.14,0.914,658.82,962.5,1.0,481.77,962.74,1.0,690.17,1342.61,0.991,488.2,1349.63,0.989,739.38,1660.24,0.991,492.77,1673.09,0.988,714.44,1695.1,0.789,522.74,1702.16,0.828,789.32,1804.73,0.984,466.47,1819.27,0.985,frontal,521.6049608811331,462.1523828563313,False,559.0898602220138,878.3437398533312,623.2411662904144
