frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
107,3566,357.73,857.08,1.0,469.28,954.35,1.0,533.72,903.09,1.0,353.77,1168.58,0.979,470.19,1088.94,0.183,305.52,993.6,0.912,368.94,990.75,0.067,772.49,1204.67,1.0,800.32,1165.9,1.0,507.41,1265.87,0.998,578.01,1227.53,0.448,633.99,1594.57,0.996,662.26,1477.99,0.723,683.75,1646.94,0.995,704.11,1507.78,0.777,497.35,1660.56,0.994,558.5,1548.99,0.83,lateral,469.2796765444822,954.3549542821186,False,638.9966524616945,1069.2737157654406,610.9287899486807
108,3600,353.94,850.47,1.0,464.83,937.89,1.0,531.92,892.43,1.0,359.31,1160.26,0.972,474.84,1085.7,0.164,305.42,989.41,0.918,364.37,986.97,0.069,771.24,1197.42,1.0,794.11,1160.56,1.0,509.36,1266.97,0.996,576.54,1224.95,0.414,634.08,1594.57,0.992,662.24,1477.99,0.705,683.88,1646.57,0.992,704.86,1504.92,0.769,497.61,1660.56,0.991,558.18,1548.02,0.812,lateral,464.83327639772085,937.8911214640714,False,636.7565477315336,1056.1929530414807,611.132466351571
109,3633,349.47,846.14,1.0,458.93,929.21,1.0,525.95,877.35,1.0,376.08,1154.47,0.976,472.5,1062.32,0.157,301.63,987.5,0.934,368.07,987.16,0.063,774.88,1183.0,1.0,792.0,1141.21,1.0,505.21,1265.53,0.995,548.02,1225.39,0.354,634.08,1594.57,0.993,662.25,1477.99,0.64,683.88,1646.66,0.993,706.02,1502.57,0.734,497.61,1660.79,0.991,557.96,1547.28,0.773,lateral,458.93410732163454,929.2135241886263,False,631.2746797769703,1044.4513994475262,611.3683569596661
110,3666,344.39,828.71,1.0,456.1,900.41,1.0,508.7,848.55,1.0,405.65,1148.1,0.971,465.93,1056.72,0.124,301.34,996.31,0.948,362.88,988.33,0.058,778.0,1156.49,1.0,789.44,1119.15,1.0,507.49,1267.12,0.993,537.94,1228.1,0.349,634.16,1594.68,0.993,662.38,1478.82,0.629,683.88,1646.66,0.993,709.81,1501.52,0.72,497.96,1660.81,0.99,558.41,1547.28,0.756,lateral,456.09918389267176,900.4081258983587,False,627.755347918238,1016.455454729467,612.5147060607418
111,3699,339.88,797.84,1.0,455.9,868.75,1.0,508.96,806.45,1.0,440.58,1110.91,0.97,484.88,1041.99,0.103,310.08,1005.56,0.965,369.37,997.19,0.078,780.65,1126.28,1.0,777.59,1087.05,1.0,509.29,1268.08,0.991,530.73,1229.03,0.32,634.31,1594.74,0.991,662.4,1478.82,0.506,684.05,1646.8,0.991,710.92,1501.84,0.648,498.18,1661.26,0.988,557.82,1547.97,0.663,lateral,455.89984876931874,868.7481312322313,False,624.2707873794033,985.0324621690428,612.7439260975993
112,3733,334.44,757.88,1.0,457.93,826.98,1.0,506.23,784.36,1.0,482.85,1068.82,0.92,507.58,1000.83,0.104,316.01,1018.93,0.935,374.66,1002.59,0.133,780.48,1094.11,1.0,775.79,1059.2,1.0,516.25,1270.14,0.989,532.72,1231.49,0.265,634.35,1594.77,0.99,662.26,1479.07,0.458,684.14,1646.91,0.99,709.82,1502.98,0.594,498.25,1661.79,0.987,557.75,1548.41,0.628,lateral,457.93163917391973,826.9823799293805,False,622.6610751289845,947.5175571749672,612.4909792375951
113,3766,331.93,718.73,1.0,460.16,776.52,1.0,498.37,747.93,0.999,506.31,1020.81,0.861,496.52,956.19,0.105,327.99,1044.08,0.833,360.51,1015.75,0.153,784.17,1064.13,1.0,776.41,1038.34,0.999,526.1,1271.13,0.988,537.92,1235.67,0.228,634.55,1595.17,0.992,662.04,1480.33,0.5,684.25,1646.94,0.991,709.31,1503.28,0.61,498.31,1661.92,0.988,557.52,1548.54,0.661,lateral,460.157148479451,776.516106171228,False,621.7750760655937,907.6626334164449,612.3458374876935
114,3800,328.26,678.5,1.0,461.89,720.51,1.0,504.31,700.3,0.998,547.72,972.52,0.969,549.42,923.16,0.038,393.56,1078.51,0.959,436.34,1028.81,0.049,782.48,1034.37,1.0,771.06,1016.02,0.998,528.12,1269.53,0.962,536.24,1232.81,0.241,634.63,1595.42,0.981,661.99,1480.24,0.438,684.39,1646.94,0.975,709.44,1503.12,0.629,498.31,1662.27,0.974,557.63,1550.53,0.618,lateral,461.891087800395,720.5117893141147,False,618.2026466671732,867.0170472246526,612.4414413045276
115,3833,325.64,637.16,1.0,461.07,682.36,1.0,508.06,677.23,0.999,557.75,925.21,0.983,588.64,901.71,0.057,424.22,1088.57,0.97,497.34,1049.4,0.075,779.64,1012.91,1.0,775.74,1001.33,0.999,537.9,1267.04,0.975,550.42,1232.06,0.309,634.98,1595.99,0.986,661.92,1481.19,0.537,684.55,1647.1,0.981,709.31,1503.59,0.693,498.27,1662.95,0.983,557.9,1554.78,0.706,lateral,461.0720028973933,682.359219148498,False,615.5721232952095,836.2497217049726,612.5079451916902
116,3866,325.57,598.5,1.0,457.75,646.46,1.0,509.2,637.34,0.999,569.48,877.03,0.987,602.08,852.96,0.056,481.26,1080.22,0.978,530.82,1032.45,0.061,766.01,991.74,1.0,766.18,977.93,0.999,544.22,1261.32,0.973,572.56,1231.47,0.455,635.21,1596.46,0.984,661.92,1483.07,0.616,684.55,1647.41,0.975,709.28,1505.57,0.73,498.21,1663.94,0.979,557.78,1555.59,0.731,lateral,457.7548610355175,646.4595267123731,False,608.0043872811599,805.5488474303012,612.4544469711203
117,3900,325.54,562.22,1.0,452.36,604.12,1.0,513.48,594.27,0.999,571.6,822.74,0.988,632.58,799.04,0.03,522.99,1057.03,0.976,585.96,997.59,0.034,749.11,976.53,1.0,765.9,961.04,0.999,537.83,1252.02,0.978,590.52,1226.54,0.41,635.09,1596.85,0.979,661.79,1486.19,0.558,684.53,1647.94,0.971,709.13,1509.7,0.69,497.82,1664.44,0.97,557.13,1556.05,0.656,lateral,452.3638542008787,604.1225784754433,False,596.2165314282618,775.8664931235932,612.1524396230129
118,3933,324.65,524.65,1.0,454.29,560.15,1.0,511.59,556.02,0.999,585.03,778.22,0.994,634.07,764.98,0.047,574.68,1037.5,0.988,612.86,986.96,0.051,734.96,951.61,1.0,759.01,934.69,0.999,550.8,1241.61,0.98,604.63,1223.74,0.386,635.09,1597.06,0.978,661.86,1488.07,0.504,684.38,1648.49,0.969,709.03,1512.96,0.636,497.34,1665.02,0.969,557.13,1561.28,0.612,lateral,454.2923414289056,560.1500141739649,False,590.5881842457984,740.402052849083,611.9709581725754
119,3966,324.25,484.36,1.0,455.88,526.67,1.0,511.75,521.08,0.999,590.69,741.48,0.995,636.19,734.06,0.048,611.66,995.47,0.985,645.22,952.15,0.047,720.25,931.0,1.0,753.36,911.17,0.998,587.24,1240.98,0.977,644.24,1219.45,0.279,635.13,1597.06,0.967,661.87,1491.32,0.402,684.04,1649.03,0.955,708.88,1519.03,0.538,496.55,1665.2,0.949,556.6,1562.87,0.531,lateral,455.88207994798665,526.6656198271257,False,585.9510157950677,707.7549959565738,611.5169553604974
120,4000,325.26,456.2,1.0,464.23,496.98,1.0,516.42,493.13,0.999,597.55,707.43,0.991,637.18,701.52,0.04,640.9,949.03,0.973,663.38,899.16,0.051,722.77,918.42,1.0,754.73,900.3,0.998,599.21,1240.11,0.971,674.03,1217.54,0.283,635.1,1596.98,0.956,661.9,1493.65,0.426,683.59,1649.13,0.937,708.66,1524.29,0.554,495.92,1665.2,0.932,554.53,1562.41,0.568,lateral,464.2268560045125,496.9829939669421,False,590.1084408490826,688.1429510208114,610.6741700293527
121,4033,326.39,430.67,1.0,473.19,464.58,1.0,516.88,472.3,0.999,607.05,671.61,0.996,633.91,683.04,0.042,670.99,912.41,0.988,678.23,878.93,0.066,716.03,894.93,1.0,736.85,881.37,0.998,613.51,1231.53,0.96,663.71,1208.22,0.225,635.1,1597.1,0.932,661.96,1495.41,0.305,683.16,1649.67,0.919,708.19,1531.66,0.445,495.37,1665.56,0.905,550.73,1562.87,0.45,lateral,473.1932312260167,464.5801549725837,False,589.5893169940854,665.47338765922,589.2647707562769
122,4066,328.08,406.78,1.0,482.45,438.16,1.0,512.38,470.14,0.998,623.74,637.29,0.995,628.96,672.44,0.043,697.82,884.21,0.981,672.41,879.58,0.052,699.83,879.41,0.999,708.84,880.85,0.996,623.77,1224.28,0.956,660.71,1209.52,0.255,635.1,1597.38,0.922,661.96,1501.57,0.312,682.62,1650.67,0.91,707.78,1544.59,0.428,494.19,1666.07,0.887,546.41,1566.24,0.411,lateral,482.4514493509272,438.1632758323662,False,586.878547534366,647.1304092665958,588.4068040046453
123,4100,331.32,381.89,0.999,484.99,412.78,1.0,504.55,454.8,0.997,644.09,594.77,0.995,636.84,637.48,0.049,728.76,848.26,0.981,702.9,830.23,0.049,688.84,866.99,0.999,695.7,874.27,0.995,629.09,1223.29,0.957,655.43,1203.61,0.215,635.1,1597.34,0.918,661.95,1506.51,0.29,682.37,1651.42,0.904,707.25,1554.9,0.406,492.93,1666.61,0.883,541.64,1567.82,0.409,lateral,484.9895503095918,412.77539616055157,False,583.7218510978727,630.6753216161993,587.6507599170034
124,4133,336.69,373.21,0.999,489.19,399.14,1.0,505.88,444.21,0.997,645.42,570.18,0.995,643.73,633.12,0.039,747.51,809.45,0.981,711.6,813.19,0.051,690.27,842.87,0.999,698.59,846.99,0.994,629.89,1207.81,0.962,651.54,1190.91,0.214,635.12,1597.34,0.903,661.9,1510.8,0.245,682.29,1652.11,0.892,706.32,1562.67,0.374,491.22,1667.1,0.862,536.72,1570.48,0.34,lateral,489.18739960010356,399.14051875988,False,584.9726037326892,622.3417472701211,586.7564457300797
125,4166,343.28,362.21,0.999,495.27,388.17,1.0,508.07,441.72,0.996,654.57,554.11,0.994,649.58,630.74,0.035,762.85,789.73,0.981,713.61,813.82,0.059,680.14,859.9,0.999,685.3,860.6,0.995,636.06,1220.31,0.96,652.92,1200.83,0.221,635.26,1597.4,0.915,661.91,1513.93,0.287,682.29,1652.45,0.914,705.91,1567.94,0.443,489.99,1667.57,0.88,533.68,1572.44,0.413,lateral,495.27200039133504,388.16573881318834,False,585.4920691422275,615.2743365595976,586.1396852624184
126,4200,351.97,355.89,1.0,499.81,370.78,1.0,522.5,430.65,0.997,667.36,544.63,0.996,662.92,611.18,0.042,778.28,769.12,0.984,748.21,797.16,0.062,670.53,829.99,0.999,682.9,839.57,0.995,634.84,1212.1,0.978,666.02,1192.66,0.332,635.33,1597.33,0.944,662.07,1513.45,0.384,681.91,1652.45,0.921,705.91,1568.93,0.504,488.7,1667.84,0.908,532.19,1573.03,0.484,lateral,499.8127584195331,370.78102273325385,False,583.234874521902,605.5735495937768,625.5056094792152
127,4233,360.56,351.44,1.0,510.45,366.78,1.0,530.93,432.39,0.997,671.93,540.58,0.996,669.94,611.41,0.036,792.29,760.09,0.983,766.71,794.46,0.057,668.41,827.41,0.999,677.06,840.03,0.995,625.65,1215.61,0.975,662.26,1194.23,0.319,635.33,1597.32,0.928,662.22,1514.56,0.335,681.43,1652.73,0.9,705.91,1573.3,0.479,487.25,1668.29,0.88,528.27,1577.55,0.424,lateral,510.4479828592161,366.7844121562058,False,587.3900382050928,603.642665803201,584.3382942338039
128,4266,367.73,350.73,1.0,512.16,365.76,1.0,527.18,436.01,0.997,681.74,538.3,0.996,669.52,618.01,0.033,798.83,763.11,0.985,760.93,805.85,0.06,658.99,824.21,0.999,666.25,840.84,0.994,628.21,1216.78,0.971,659.77,1196.61,0.281,635.33,1597.36,0.914,662.31,1515.71,0.322,681.13,1653.21,0.894,705.77,1577.08,0.484,486.67,1668.58,0.864,527.21,1580.75,0.413,lateral,512.1630305035479,365.7611565634713,False,585.1162542064283,602.5880249058151,583.9009670919074
129,4300,375.28,351.2,1.0,520.35,361.72,1.0,532.58,429.89,0.998,684.85,539.62,0.998,667.69,615.0,0.048,790.89,766.18,0.994,750.38,799.38,0.084,659.14,810.74,0.999,660.49,829.96,0.994,630.37,1215.53,0.974,656.08,1196.47,0.278,635.46,1597.35,0.923,662.42,1516.15,0.306,681.25,1654.09,0.898,705.6,1577.8,0.445,485.97,1668.95,0.885,524.86,1583.12,0.409,lateral,520.3493349655696,361.71937952506124,False,589.1989755804473,600.5431612178376,583.6079988328961
130,4333,378.91,349.09,1.0,520.74,360.64,1.0,537.77,426.32,0.998,681.41,538.74,0.998,672.07,613.61,0.043,769.9,773.37,0.994,731.44,810.88,0.076,661.11,812.59,0.999,668.55,829.37,0.996,628.4,1205.07,0.968,653.49,1185.87,0.211,635.5,1597.31,0.92,662.77,1515.69,0.271,680.96,1654.32,0.891,705.79,1576.57,0.41,485.08,1669.28,0.879,525.9,1581.94,0.389,lateral,520.7412647674767,360.63930467083236,False,589.8990384326219,600.0505264966777,583.0202947375828
131,4366,381.33,349.67,1.0,520.72,362.63,1.0,542.1,425.61,0.997,683.16,539.37,0.998,677.99,612.29,0.043,769.81,775.9,0.995,730.6,812.89,0.077,662.35,821.91,0.999,672.61,834.74,0.995,626.97,1209.01,0.976,650.62,1186.12,0.218,635.5,1597.25,0.918,663.1,1515.33,0.296,680.4,1654.49,0.905,705.84,1575.66,0.454,484.07,1669.39,0.874,526.11,1581.15,0.414,lateral,520.7176267848906,362.63163480988266,False,590.6480473303479,601.1672084517711,582.2332683775054
132,4400,380.23,346.92,0.999,517.93,375.93,1.0,539.31,422.87,0.997,681.19,557.67,0.997,676.28,601.47,0.045,754.97,790.01,0.987,724.74,809.46,0.057,661.86,827.42,0.999,674.71,841.19,0.994,625.85,1210.93,0.989,650.45,1188.21,0.292,635.5,1596.92,0.955,663.31,1515.01,0.406,680.4,1654.39,0.948,706.0,1574.5,0.569,483.17,1669.39,0.92,526.64,1580.5,0.54,lateral,517.9336711323708,375.9281334824531,False,589.0908993776133,608.6836191875268,599.0503349256987
133,4433,381.02,347.65,1.0,519.2,381.88,1.0,540.69,428.04,0.999,672.44,568.04,0.997,673.86,614.44,0.052,719.69,823.57,0.981,707.0,815.02,0.06,655.31,837.74,0.999,671.47,846.27,0.997,617.82,1214.03,0.989,650.23,1187.6,0.327,635.5,1596.74,0.96,664.5,1514.17,0.453,679.87,1654.21,0.956,706.63,1574.22,0.587,482.98,1669.39,0.937,527.06,1580.46,0.576,lateral,519.1983011654436,381.88142280699583,False,586.6398445290243,612.3181139903827,599.134464512734
134,4466,380.15,349.74,1.0,520.36,386.34,1.0,536.73,434.46,0.999,664.14,574.49,0.998,669.34,619.56,0.044,676.29,840.28,0.988,674.32,836.98,0.059,660.9,856.92,0.999,674.28,858.16,0.997,613.42,1217.34,0.993,650.19,1188.03,0.382,635.56,1596.6,0.967,667.5,1513.18,0.515,679.93,1654.26,0.96,707.75,1573.33,0.635,483.31,1669.51,0.945,527.84,1580.09,0.63,lateral,520.3606272970444,386.3357666139042,False,589.7450804282637,615.4421867195983,599.7059108827762
135,4500,380.3,352.47,1.0,517.29,397.66,1.0,540.99,436.81,0.999,632.5,589.26,0.996,665.97,622.69,0.05,630.05,848.71,0.976,656.19,839.54,0.064,662.53,855.75,0.999,682.77,856.39,0.996,607.88,1215.42,0.981,645.41,1188.17,0.288,635.56,1596.6,0.948,669.3,1512.51,0.387,679.7,1654.34,0.934,708.44,1573.23,0.505,482.99,1669.51,0.921,528.77,1579.93,0.494,lateral,517.2920040013137,397.66341312430677,False,586.9765835807341,622.3864418139875,623.7109096258818
136,4533,378.88,356.41,1.0,513.66,415.16,1.0,540.1,450.56,0.997,622.98,610.35,0.997,641.47,650.4,0.031,584.39,882.82,0.988,605.03,865.67,0.045,663.98,871.21,0.999,688.03,871.21,0.995,603.92,1217.85,0.959,642.96,1195.81,0.251,635.55,1596.69,0.924,669.3,1512.81,0.324,679.3,1655.02,0.91,708.25,1573.43,0.421,482.99,1669.74,0.888,529.37,1580.07,0.403,lateral,513.6636603137804,415.1648539349695,False,586.1012145855871,632.8951357788997,581.1438019257613
137,4566,377.76,368.39,1.0,503.31,446.34,1.0,541.56,464.73,0.999,593.94,658.22,0.994,628.21,685.0,0.041,544.87,899.17,0.976,575.7,894.28,0.056,663.61,878.57,0.999,697.6,876.45,0.997,596.71,1224.85,0.962,640.25,1199.9,0.285,635.58,1596.69,0.95,670.03,1512.82,0.403,679.19,1654.93,0.928,708.25,1573.52,0.477,483.1,1669.82,0.928,530.46,1580.07,0.507,lateral,503.3098679993707,446.34001758287354,False,579.5778947101361,651.9184560961967,564.2484775736629
138,4600,376.81,389.34,1.0,500.71,466.56,1.0,530.05,491.96,0.999,587.07,681.21,0.996,608.28,714.31,0.059,505.04,913.74,0.986,545.9,913.91,0.088,674.83,886.79,0.999,693.34,887.56,0.996,597.65,1227.77,0.957,620.02,1204.55,0.239,635.75,1596.78,0.936,669.61,1513.27,0.334,679.39,1655.18,0.899,708.06,1574.14,0.439,483.24,1670.12,0.911,530.39,1580.6,0.462,lateral,500.7106278157695,466.5644655067263,False,583.456039862266,664.3027306313469,581.312845327207
139,4633,374.77,413.06,1.0,493.83,492.89,1.0,528.27,512.69,0.999,558.76,710.09,0.997,596.44,724.0,0.064,454.6,943.98,0.993,523.23,919.26,0.128,692.87,911.1,1.0,708.41,901.64,0.999,581.72,1234.34,0.982,619.09,1211.8,0.339,635.92,1597.01,0.979,669.96,1513.32,0.458,679.45,1655.47,0.966,708.15,1573.98,0.546,483.27,1670.23,0.969,531.32,1580.56,0.59,lateral,493.8295462178232,492.89255555949114,False,588.4847163293122,684.6761852551474,600.5454167682734
140,4666,372.3,444.4,1.0,484.73,516.59,1.0,530.67,538.17,0.999,549.32,723.78,0.999,596.54,755.96,0.079,416.01,953.97,0.998,507.23,920.9,0.184,705.93,928.01,1.0,724.82,917.96,0.999,573.79,1234.51,0.974,592.89,1206.63,0.333,636.22,1597.76,0.969,669.65,1513.32,0.397,679.46,1656.31,0.957,708.11,1573.68,0.546,483.27,1670.61,0.956,532.07,1581.37,0.523,lateral,484.72685754710204,516.5938296456762,False,590.9094475315414,702.1497158459301,600.7257708609608
141,4700,369.23,473.83,1.0,479.4,541.37,1.0,531.77,567.36,1.0,534.29,752.3,0.997,605.93,789.77,0.103,397.74,946.69,0.996,488.4,936.82,0.207,725.26,938.78,1.0,750.09,933.8,0.999,563.61,1240.98,0.987,596.42,1217.08,0.436,636.36,1598.38,0.986,670.43,1513.27,0.563,679.46,1656.7,0.982,708.27,1572.88,0.696,483.31,1670.84,0.98,535.2,1582.98,0.662,lateral,479.3985377207332,541.374676469929,False,595.8205622644746,723.3403266979647,601.559751289729
142,4733,367.13,509.84,1.0,478.25,581.94,1.0,538.56,600.1,0.999,515.84,800.88,0.991,561.56,812.03,0.081,359.64,955.24,0.986,446.33,926.88,0.143,744.57,958.09,1.0,762.28,948.33,0.999,556.74,1248.69,0.983,605.71,1233.59,0.322,636.78,1598.97,0.988,671.35,1513.16,0.572,679.47,1656.82,0.985,708.6,1570.05,0.691,483.76,1671.08,0.984,539.43,1582.41,0.722,lateral,478.25316938391,581.9398692037263,False,603.7579793724944,754.8212964020557,602.8158832248268
143,4766,364.32,541.28,1.0,478.07,624.93,1.0,543.48,616.93,0.999,507.18,859.13,0.978,575.12,821.7,0.042,326.44,950.17,0.962,453.71,910.58,0.051,760.96,978.84,1.0,775.32,960.54,0.999,547.93,1251.86,0.985,587.05,1234.84,0.264,637.69,1599.47,0.992,671.35,1512.98,0.525,679.92,1657.06,0.989,708.73,1566.6,0.695,485.22,1671.27,0.989,546.73,1582.95,0.72,lateral,478.07332323093453,624.9293082095985,False,611.1271753796467,789.1062462424889,605.1491486666686
144,4800,361.71,574.03,1.0,477.56,664.5,1.0,541.47,649.46,1.0,480.89,892.98,0.932,524.6,871.73,0.191,309.79,935.87,0.856,357.96,913.97,0.262,778.96,999.45,1.0,786.37,979.23,1.0,546.71,1252.33,0.991,575.78,1229.17,0.307,637.83,1599.74,0.996,671.02,1512.95,0.592,680.08,1656.99,0.994,708.61,1563.69,0.714,485.91,1671.34,0.994,547.09,1582.89,0.763,lateral,477.5640864245843,664.4977441753232,False,618.9076495659644,819.3545373365711,605.4221804342318
145,4833,357.96,611.55,1.0,480.07,698.27,1.0,537.88,687.16,1.0,455.41,931.22,0.958,496.77,907.75,0.277,286.55,930.75,0.926,349.4,911.78,0.36,789.8,1016.81,1.0,788.88,996.54,1.0,542.96,1256.74,0.99,560.38,1225.53,0.358,638.35,1600.31,0.994,670.95,1512.75,0.592,680.85,1656.99,0.992,708.59,1559.83,0.721,486.51,1671.2,0.993,546.35,1582.61,0.766,lateral,480.0702749355912,698.2691843412271,False,624.2209700776672,846.3196650789874,605.5745102478106
146,4866,354.71,645.64,1.0,482.59,744.53,1.0,535.35,728.26,0.999,412.01,981.62,0.967,469.92,952.88,0.209,277.5,919.68,0.967,338.72,912.19,0.255,800.61,1052.95,1.0,792.14,1024.99,1.0,538.07,1264.52,0.991,538.7,1222.31,0.482,638.87,1600.31,0.993,670.98,1512.23,0.684,682.15,1657.04,0.991,708.64,1556.44,0.781,487.27,1671.23,0.991,550.81,1582.65,0.82,lateral,482.5866336151561,744.5253328547604,False,631.9088650978442,886.6101944339283,607.2194233878462
147,4900,354.76,677.18,1.0,477.12,791.1,1.0,535.09,761.62,1.0,373.9,1012.0,0.979,454.96,963.63,0.219,270.96,912.08,0.971,348.83,911.5,0.188,801.75,1077.77,1.0,789.64,1047.47,1.0,533.18,1262.18,0.994,549.71,1222.45,0.343,639.06,1600.31,0.995,670.89,1510.53,0.567,683.17,1656.95,0.994,708.6,1548.63,0.687,487.85,1671.19,0.994,550.96,1580.29,0.737,lateral,477.11852404346985,791.0956954813254,False,631.812184947319,920.9352736904119,607.6471166385597
148,4933,355.11,705.9,1.0,473.72,825.33,1.0,532.55,790.83,1.0,362.02,1040.62,0.991,446.97,985.63,0.295,272.01,911.33,0.978,345.26,910.46,0.143,798.62,1096.71,1.0,783.3,1066.54,1.0,532.56,1267.58,0.997,528.62,1213.34,0.408,639.88,1600.41,0.997,669.67,1508.25,0.576,684.78,1656.92,0.995,708.39,1542.82,0.694,488.74,1671.36,0.996,549.57,1578.12,0.749,lateral,473.721359624241,825.3300174123096,False,632.5491153649712,946.2933096113235,607.8717896304814
149,4966,356.31,736.6,1.0,469.71,849.6,1.0,534.37,813.93,1.0,346.67,1054.2,0.981,438.19,1000.65,0.183,265.58,911.88,0.972,338.17,907.05,0.102,797.74,1114.17,1.0,786.31,1079.57,1.0,529.78,1261.96,0.994,541.5,1208.88,0.37,640.18,1600.34,0.995,669.27,1506.17,0.589,685.98,1656.88,0.994,708.27,1537.78,0.672,488.74,1671.36,0.994,549.91,1574.71,0.748,lateral,469.7112156522584,849.5997717253972,False,633.2352742199197,966.0875294949392,608.2257026045165
150,5000,357.33,764.71,1.0,470.41,873.1,1.0,535.33,836.01,1.0,341.9,1069.19,0.985,428.78,987.98,0.249,270.01,915.37,0.963,341.35,912.5,0.1,798.22,1136.73,1.0,785.8,1098.06,1.0,531.86,1262.57,0.996,544.83,1209.92,0.38,640.32,1600.27,0.996,668.24,1499.76,0.589,686.73,1656.79,0.994,708.2,1528.59,0.661,489.69,1671.33,0.994,549.62,1569.81,0.741,lateral,470.4100190960065,873.0987454041991,False,638.9915531504919,988.1933735531849,608.559200606756
151,5033,357.96,787.71,1.0,472.26,900.26,1.0,536.08,856.03,1.0,336.94,1090.9,0.986,418.46,1000.13,0.264,269.02,925.87,0.968,338.75,926.5,0.097,798.19,1156.1,1.0,789.17,1111.22,1.0,531.12,1262.45,0.998,539.78,1210.8,0.357,641.02,1600.23,0.996,666.88,1494.09,0.55,688.1,1656.19,0.995,707.98,1521.58,0.631,492.1,1671.33,0.994,550.37,1565.65,0.718,lateral,472.2552322247881,900.2574655194564,False,643.2413199506235,1012.2605040280101,609.6368440665864
152,5066,357.94,810.13,1.0,473.81,923.47,1.0,535.36,883.25,0.999,326.07,1109.16,0.966,401.95,1029.9,0.203,271.03,935.49,0.954,324.02,936.43,0.102,794.94,1180.78,1.0,788.12,1135.54,1.0,529.33,1261.43,0.996,536.49,1212.25,0.332,641.14,1600.05,0.995,664.57,1487.25,0.571,688.9,1655.17,0.994,707.25,1513.99,0.658,493.99,1671.13,0.993,550.14,1561.23,0.738,lateral,473.8101123407935,923.4701097613848,False,647.0116733429019,1037.2595204376782,610.071507467324
153,5100,358.0,827.07,1.0,474.28,944.65,1.0,539.23,895.62,1.0,327.33,1129.49,0.986,410.45,1029.65,0.299,276.15,950.05,0.964,328.1,946.19,0.115,795.4,1204.15,1.0,795.86,1160.69,1.0,526.81,1260.92,0.996,540.15,1224.23,0.456,641.25,1599.95,0.995,662.52,1487.25,0.721,689.65,1654.88,0.994,706.23,1512.07,0.778,495.15,1670.91,0.994,549.95,1557.87,0.84,lateral,474.2775594267232,944.6471256530687,False,649.6270800480431,1062.1974458314571,610.2453551157045
154,5133,359.02,844.73,1.0,477.02,955.69,1.0,539.62,914.04,1.0,329.94,1145.96,0.981,408.03,1068.57,0.379,279.31,963.9,0.955,330.4,964.37,0.173,810.02,1220.69,1.0,808.69,1177.82,1.0,529.4,1260.96,0.994,542.66,1223.82,0.414,641.67,1599.6,0.992,662.52,1483.89,0.675,690.39,1653.97,0.992,706.49,1509.32,0.751,496.51,1670.09,0.991,549.95,1556.39,0.801,lateral,477.02197475036326,955.6936152087139,False,654.077456060203,1079.3049261661504,610.8381195398798
155,5166,358.57,857.54,1.0,477.96,965.51,1.0,526.74,926.68,1.0,334.56,1151.85,0.986,415.56,1067.48,0.333,282.02,968.31,0.914,320.35,959.66,0.1,819.38,1223.41,1.0,807.35,1179.85,1.0,531.09,1260.98,0.996,526.37,1215.55,0.404,641.87,1599.35,0.994,658.64,1481.76,0.662,690.78,1652.74,0.992,704.27,1508.43,0.734,497.83,1670.17,0.993,549.9,1555.51,0.789,lateral,477.9607361904157,965.5077286476458,False,655.7657962230937,1086.6857897332538,610.6947337410406
156,5200,357.98,867.95,1.0,479.82,975.38,1.0,525.74,930.82,1.0,336.42,1161.71,0.982,420.66,1087.14,0.186,285.4,976.74,0.909,322.3,960.9,0.063,828.88,1230.3,1.0,810.17,1190.47,1.0,532.84,1260.71,0.991,525.62,1215.52,0.343,641.93,1598.77,0.989,657.56,1482.53,0.594,691.54,1651.94,0.986,702.91,1507.82,0.676,498.65,1669.86,0.987,549.91,1555.07,0.721,lateral,479.8212284001271,975.3841226541394,False,657.9865250576096,1096.4911661277224,610.752409244845
157,5233,358.03,875.52,1.0,481.15,970.71,1.0,523.92,938.96,1.0,338.3,1162.54,0.983,420.3,1084.15,0.334,286.33,977.03,0.911,324.41,964.49,0.11,829.27,1228.7,1.0,816.8,1194.78,1.0,533.02,1259.97,0.992,522.78,1211.65,0.368,641.93,1598.53,0.99,656.07,1481.29,0.608,691.89,1650.67,0.987,702.22,1507.34,0.683,499.62,1669.78,0.988,550.11,1554.68,0.733,lateral,481.14758573314623,970.7143073607663,False,658.8269669288306,1093.3713348510148,610.9586783340112
