frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
211,7033,372.13,841.83,1.0,466.23,971.75,1.0,522.67,920.67,1.0,374.01,1184.7,0.984,444.61,1073.56,0.332,305.8,1012.76,0.897,356.52,989.21,0.109,799.73,1224.01,1.0,795.5,1176.82,1.0,529.75,1273.67,0.996,549.67,1204.98,0.41,651.45,1602.68,0.992,650.64,1478.09,0.677,701.25,1653.23,0.99,699.48,1504.58,0.739,509.63,1670.15,0.99,557.56,1554.01,0.793,lateral,466.23123888327086,971.7534996704909,False,649.7948140589493,1089.6858030282824,616.980686229057
212,7066,371.93,839.17,1.0,460.65,965.2,1.0,523.94,917.74,1.0,387.52,1185.74,0.977,457.21,1116.06,0.301,311.4,1019.4,0.884,363.78,1003.66,0.119,796.37,1220.71,1.0,802.71,1173.51,1.0,528.96,1274.78,0.996,550.4,1208.22,0.393,651.41,1602.01,0.994,652.12,1473.57,0.695,701.25,1652.37,0.994,700.75,1501.37,0.764,509.33,1669.57,0.993,557.56,1551.77,0.813,lateral,460.6472747862049,965.2023689425448,False,646.8096787456503,1084.3907301048298,617.2237822346125
213,7100,371.91,830.72,1.0,458.5,957.09,1.0,529.43,904.07,1.0,408.31,1181.86,0.96,485.3,1083.51,0.084,314.93,1028.42,0.921,386.74,1019.95,0.049,788.97,1206.89,1.0,797.36,1163.16,1.0,527.32,1271.72,0.997,548.78,1212.08,0.288,651.39,1601.74,0.994,653.09,1473.57,0.631,701.3,1651.8,0.993,700.75,1501.61,0.707,509.58,1669.01,0.992,557.73,1549.33,0.776,lateral,458.4986240628915,957.0924056298501,False,644.8851187126002,1071.392506740981,617.3408140044614
214,7133,369.85,822.0,1.0,461.12,943.12,1.0,526.72,894.17,1.0,430.17,1176.32,0.98,495.27,1081.13,0.085,315.05,1035.38,0.959,388.62,1027.04,0.055,775.4,1199.78,1.0,792.24,1158.23,1.0,517.7,1271.86,0.997,539.42,1221.81,0.227,651.47,1601.74,0.994,652.19,1472.97,0.544,701.93,1651.95,0.991,699.9,1501.39,0.645,510.12,1669.19,0.99,557.22,1548.27,0.692,lateral,461.1154670287528,943.1202203617477,False,641.9016740652374,1058.917140712673,617.294229519964
215,7166,366.24,812.49,1.0,461.55,926.65,1.0,524.99,866.4,1.0,444.33,1161.43,0.977,512.83,1054.08,0.072,322.53,1033.31,0.968,385.8,1023.6,0.079,771.8,1181.3,1.0,784.64,1141.22,1.0,513.92,1272.27,0.998,525.1,1219.39,0.328,651.58,1601.83,0.997,650.41,1470.99,0.607,702.63,1651.87,0.994,698.48,1500.02,0.716,512.0,1669.38,0.995,556.43,1547.23,0.761,lateral,461.5486134608826,926.6452646928221,False,637.9619312447307,1039.5186430957876,617.3842591462784
216,7200,360.88,787.1,1.0,462.4,894.58,1.0,516.19,847.28,1.0,467.32,1138.35,0.969,506.84,1057.27,0.087,332.92,1028.69,0.959,383.01,1019.49,0.112,777.28,1153.59,1.0,780.08,1114.74,1.0,516.96,1272.88,0.998,526.01,1220.16,0.363,651.88,1602.01,0.996,649.73,1469.88,0.623,703.82,1651.87,0.994,698.16,1499.29,0.726,513.46,1669.6,0.995,556.24,1547.37,0.777,lateral,462.4036940895817,894.5817734401288,False,635.5771037092256,1008.9411251493658,617.9195952803702
217,7233,355.01,752.14,1.0,461.16,860.61,1.0,512.68,821.04,1.0,491.74,1098.32,0.943,514.25,1053.13,0.108,334.99,1032.65,0.936,382.11,1021.75,0.149,778.97,1127.29,1.0,774.54,1090.91,1.0,518.89,1275.86,0.994,530.33,1231.04,0.277,652.28,1602.09,0.993,650.74,1471.46,0.507,705.09,1652.09,0.992,699.03,1500.0,0.651,513.98,1669.64,0.991,556.64,1547.76,0.694,lateral,461.15924007993624,860.6132724638771,False,630.8411849921819,978.2759836526884,618.6862416592508
218,7266,351.5,716.43,1.0,458.26,816.53,1.0,514.05,779.62,1.0,507.38,1053.38,0.893,522.86,985.75,0.093,342.94,1034.97,0.861,387.33,1015.99,0.136,781.7,1095.88,1.0,777.58,1063.98,1.0,526.6,1276.49,0.992,531.68,1228.54,0.256,652.36,1602.1,0.993,650.74,1471.96,0.476,705.09,1652.09,0.99,699.11,1500.58,0.621,516.41,1669.47,0.99,556.37,1548.01,0.649,lateral,458.2595360786121,816.5297827233445,False,625.7836433353274,940.4650023117036,619.2448322444866
219,7300,348.71,671.43,1.0,459.41,766.59,1.0,511.04,740.75,1.0,520.19,1005.18,0.863,528.84,938.21,0.068,366.07,1041.94,0.814,392.11,1018.82,0.092,783.17,1059.39,1.0,777.14,1034.87,0.999,533.05,1274.91,0.987,536.89,1229.74,0.245,652.54,1602.18,0.991,650.8,1472.93,0.502,705.32,1652.14,0.989,699.13,1501.0,0.658,517.1,1669.49,0.988,555.74,1548.35,0.672,lateral,459.4132700104715,766.5870347627298,False,620.6396458079831,899.3590924065769,619.3221326815242
220,7333,348.32,630.01,1.0,460.14,723.74,1.0,511.69,704.45,0.999,540.17,953.85,0.944,554.6,926.43,0.087,385.9,1051.02,0.915,421.35,1017.0,0.132,781.51,1039.6,1.0,773.15,1017.53,0.999,541.6,1271.72,0.984,552.38,1231.31,0.273,652.81,1602.38,0.994,650.91,1475.46,0.589,705.4,1652.17,0.991,699.18,1503.13,0.733,517.63,1669.67,0.992,555.59,1548.81,0.76,lateral,460.13999878687264,723.7350733075396,False,619.6394822034947,866.5221001375788,619.4497616330235
221,7366,347.8,588.68,1.0,453.67,677.05,1.0,516.63,669.9,0.999,535.88,910.25,0.959,578.2,891.54,0.069,403.39,1055.18,0.926,467.42,1016.53,0.073,768.96,1018.33,1.0,772.48,1002.18,0.999,544.44,1266.57,0.99,589.44,1236.52,0.303,652.98,1602.51,0.995,652.49,1476.78,0.649,705.16,1652.18,0.992,700.4,1504.51,0.757,517.54,1669.87,0.993,556.34,1551.06,0.783,lateral,453.67170185437544,677.0518886323297,False,609.014894392486,831.2127885462342,619.8586347675439
222,7399,346.24,543.1,1.0,448.5,624.74,1.0,519.68,622.78,0.999,534.53,847.5,0.981,592.64,842.55,0.101,449.97,1044.6,0.964,497.59,1014.47,0.13,755.05,984.7,1.0,763.75,971.71,0.999,558.45,1261.95,0.985,615.69,1242.38,0.366,652.92,1602.51,0.99,655.82,1478.12,0.638,705.01,1652.24,0.984,702.33,1506.29,0.738,517.14,1669.87,0.987,558.37,1552.7,0.761,lateral,448.4996244075038,624.7407949058837,False,597.536273879777,787.2674934038623,620.7114641261566
223,7433,346.08,503.27,1.0,452.05,578.61,1.0,519.04,588.21,0.999,544.38,811.4,0.992,612.52,813.54,0.084,464.69,1037.31,0.987,528.98,997.43,0.114,751.47,964.87,1.0,752.72,954.18,0.999,575.69,1258.16,0.987,608.74,1239.97,0.455,652.92,1602.56,0.989,659.63,1479.74,0.622,704.95,1652.41,0.977,705.68,1508.2,0.717,516.85,1670.07,0.984,562.88,1554.66,0.722,lateral,452.0461162990988,578.6110476259678,False,597.1293221970357,753.3599979843573,622.5907879603621
224,7466,345.87,461.81,1.0,456.5,533.77,1.0,519.41,545.71,0.999,553.67,752.98,0.997,619.41,767.34,0.056,514.42,995.17,0.994,575.91,962.86,0.075,726.55,944.01,1.0,746.07,931.32,0.999,583.97,1249.6,0.986,600.08,1229.45,0.461,652.85,1602.71,0.986,662.55,1480.47,0.497,704.47,1652.9,0.97,708.21,1509.48,0.611,516.46,1670.14,0.978,563.45,1558.98,0.588,lateral,456.50444249426903,533.7659307028719,False,587.4091624323777,717.9794569034021,623.14917385532
225,7500,346.14,426.69,1.0,459.86,512.71,1.0,520.25,506.87,0.999,559.43,734.44,0.992,622.1,720.94,0.053,528.53,977.23,0.981,590.92,929.4,0.056,722.14,927.49,1.0,753.04,906.33,0.998,595.26,1242.68,0.982,631.19,1216.69,0.295,652.82,1603.28,0.978,664.21,1485.6,0.419,703.01,1653.62,0.965,708.38,1516.15,0.564,513.8,1670.29,0.964,562.52,1562.6,0.534,lateral,459.8599985260353,512.7091783043049,False,585.5612706331284,701.8218262833014,621.9252693040617
226,7533,347.48,400.72,0.999,464.69,485.28,1.0,523.97,479.18,0.998,569.83,719.72,0.991,624.01,703.88,0.034,555.77,961.28,0.969,602.92,913.32,0.049,700.68,912.86,0.999,744.72,892.86,0.997,617.06,1242.32,0.973,661.39,1210.54,0.244,652.79,1603.5,0.96,667.08,1490.3,0.4,701.97,1653.84,0.937,709.11,1525.74,0.525,511.64,1670.52,0.936,562.05,1563.96,0.506,lateral,464.69432857557314,485.280353487116,False,578.0201075132466,679.8330532608065,621.1913325969309
227,7566,349.27,377.76,1.0,479.15,459.54,1.0,524.38,462.9,0.999,577.32,679.26,0.995,610.77,682.41,0.057,588.37,918.78,0.985,604.28,885.46,0.075,690.96,901.31,0.999,724.25,890.89,0.997,633.89,1237.87,0.967,674.35,1211.42,0.285,652.8,1603.85,0.951,669.74,1496.28,0.417,701.11,1654.17,0.93,710.46,1535.47,0.543,510.23,1670.78,0.923,561.96,1564.94,0.541,lateral,479.1532314127287,459.54080626843125,False,580.1942837772945,661.7434945101954,620.9399661984564
228,7600,353.06,356.09,1.0,491.42,446.23,1.0,531.29,452.62,0.999,576.67,663.96,0.992,624.47,664.92,0.056,609.48,902.4,0.959,637.02,867.5,0.06,682.17,888.52,0.999,711.2,882.2,0.996,634.17,1237.91,0.969,682.32,1208.31,0.316,652.81,1604.54,0.96,671.82,1502.92,0.436,700.27,1654.89,0.941,711.7,1546.17,0.538,509.65,1671.05,0.937,561.96,1567.16,0.56,lateral,491.4182268595726,446.23393745314036,False,581.4421836340917,653.8431504782508,620.8971080047274
229,7633,357.67,336.21,1.0,495.85,422.83,1.0,527.08,443.19,0.999,602.4,632.24,0.998,630.36,650.52,0.072,640.49,877.91,0.992,650.14,852.34,0.08,669.15,864.19,0.999,691.7,864.01,0.998,637.09,1230.3,0.965,677.77,1202.58,0.218,652.81,1604.66,0.942,673.45,1506.55,0.343,699.5,1655.26,0.941,711.84,1552.0,0.495,508.51,1671.46,0.916,561.77,1567.57,0.479,lateral,495.852977488684,422.8252743958528,False,578.2890300155293,639.5728480142767,604.0063825505217
230,7666,364.76,323.49,1.0,498.04,410.46,1.0,525.22,434.95,0.999,626.76,610.08,0.997,625.92,638.54,0.05,675.81,869.85,0.989,640.94,850.69,0.062,662.32,861.83,0.999,680.49,866.04,0.997,638.84,1233.91,0.986,676.41,1205.06,0.304,652.81,1604.97,0.949,675.29,1509.47,0.411,698.88,1655.89,0.951,712.17,1556.22,0.58,506.47,1672.06,0.906,561.36,1567.88,0.515,lateral,498.04408146171073,410.45660777344074,False,577.7501338570188,632.0739701270385,619.7209767075489
231,7700,370.8,314.47,1.0,503.28,409.6,1.0,525.72,428.24,0.999,643.91,608.75,0.997,627.14,635.14,0.05,705.16,858.1,0.988,673.13,844.3,0.059,664.73,867.55,0.999,684.33,868.39,0.997,638.63,1233.76,0.991,679.84,1199.91,0.294,652.81,1605.05,0.952,676.54,1510.91,0.421,698.56,1656.3,0.96,713.45,1556.54,0.624,505.3,1672.13,0.911,561.16,1567.12,0.545,lateral,503.277752165946,409.6031261735895,False,582.4458871363753,631.6958195597686,619.6174908099568
232,7733,375.2,311.7,1.0,503.76,398.63,1.0,525.82,437.37,0.998,645.18,591.9,0.998,631.28,638.21,0.047,724.2,835.56,0.995,693.88,838.77,0.06,648.63,853.86,0.999,669.45,858.82,0.996,631.42,1228.51,0.985,667.94,1203.01,0.225,652.8,1605.45,0.931,676.97,1511.56,0.263,697.92,1657.03,0.935,713.24,1558.62,0.441,504.43,1672.71,0.88,560.51,1567.64,0.379,lateral,503.75775656786374,398.62955008871813,False,575.4800425733772,625.4048422240963,601.171577436628
233,7766,381.85,308.62,1.0,508.28,399.42,1.0,527.65,428.06,0.999,645.59,586.21,0.997,634.23,626.19,0.047,734.43,827.75,0.989,695.05,828.72,0.056,645.71,860.6,0.999,664.3,861.08,0.996,630.21,1228.82,0.991,667.21,1203.08,0.23,652.8,1605.45,0.942,677.82,1509.53,0.337,697.45,1657.31,0.962,715.25,1556.61,0.579,504.43,1672.71,0.895,560.36,1567.14,0.472,lateral,508.2831291652813,399.4231960566783,False,576.6188403817264,625.5066090984702,639.040442323252
234,7800,386.54,306.26,1.0,511.76,396.82,1.0,528.63,430.99,0.999,647.7,587.41,0.997,631.06,631.19,0.049,750.2,824.26,0.99,701.14,829.57,0.063,638.13,862.22,0.999,649.73,863.48,0.996,627.13,1229.39,0.99,664.36,1202.98,0.254,652.8,1605.53,0.952,679.11,1509.43,0.315,697.0,1657.84,0.957,715.84,1556.27,0.522,503.85,1673.17,0.908,559.91,1567.09,0.444,lateral,511.7608640719254,396.82376150145103,False,575.2162306935502,624.3270253317455,638.8987734565359
235,7833,388.95,306.72,1.0,510.33,393.75,1.0,537.37,427.52,0.999,635.49,584.8,0.997,643.11,631.46,0.049,737.8,823.42,0.989,723.93,829.33,0.068,641.03,858.88,0.999,658.34,857.85,0.996,622.94,1230.27,0.989,660.28,1203.59,0.287,652.62,1605.44,0.958,679.39,1510.15,0.346,696.07,1658.7,0.956,715.38,1556.76,0.532,502.63,1673.34,0.916,558.61,1567.09,0.461,lateral,510.32513721569376,393.75098741132325,False,574.9141504146937,622.838358640601,638.0272256983363
236,7866,391.23,306.72,1.0,515.89,392.17,1.0,538.21,423.87,0.999,633.94,593.46,0.995,643.24,628.8,0.055,728.37,833.92,0.982,720.11,825.77,0.062,645.97,866.58,0.999,662.12,864.49,0.995,623.67,1231.73,0.985,659.75,1207.77,0.275,652.41,1605.4,0.953,679.39,1511.74,0.339,695.21,1659.66,0.954,715.51,1557.39,0.53,501.77,1673.43,0.914,557.64,1567.21,0.466,lateral,515.8932697335171,392.1686838892553,False,579.87531299121,622.5593082332622,637.4976071205193
237,7899,392.43,307.42,1.0,521.35,390.51,1.0,534.29,426.0,0.998,645.41,588.69,0.998,624.64,635.49,0.049,723.78,843.28,0.993,693.14,840.61,0.054,646.85,869.23,0.999,659.62,868.27,0.996,621.36,1228.86,0.988,650.48,1207.37,0.283,652.33,1605.36,0.956,679.54,1511.44,0.385,694.76,1659.32,0.959,715.76,1556.71,0.575,500.9,1673.43,0.922,554.22,1567.17,0.526,lateral,521.3466547259187,390.5066782873826,False,583.6073779272319,621.6019058497105,616.4118167418465
238,7933,393.85,306.95,1.0,518.45,395.12,1.0,534.11,421.47,0.998,640.49,599.01,0.994,621.83,640.55,0.041,704.2,849.66,0.978,675.43,853.41,0.044,647.78,868.17,0.998,661.19,868.8,0.994,622.6,1233.73,0.962,652.89,1214.35,0.208,652.21,1605.36,0.921,680.42,1512.4,0.266,694.19,1659.22,0.933,716.72,1556.71,0.444,500.25,1673.43,0.874,554.76,1567.21,0.383,lateral,518.4487421665868,395.1246767407616,False,582.2871621421717,624.4249268929991,597.2205118189795
239,7966,394.81,308.78,1.0,517.25,402.49,1.0,536.85,425.22,0.999,629.45,605.75,0.995,629.58,628.81,0.039,664.9,850.57,0.975,663.18,851.03,0.041,641.33,871.46,0.999,661.51,871.32,0.996,619.56,1236.08,0.994,652.13,1213.09,0.333,652.24,1605.38,0.957,682.42,1511.76,0.486,694.05,1659.42,0.968,718.05,1556.45,0.664,500.25,1673.63,0.925,555.15,1567.21,0.614,lateral,517.2455354781258,402.488038108171,False,578.3519221547919,628.5071054207643,616.8738473376769
240,8000,395.03,312.03,1.0,520.01,407.97,1.0,542.33,430.8,0.999,606.41,612.49,0.996,629.39,637.6,0.04,630.63,865.57,0.978,634.2,851.81,0.046,646.09,868.12,0.999,664.47,869.54,0.997,618.68,1230.73,0.984,653.0,1210.25,0.35,652.13,1605.23,0.954,682.42,1511.67,0.48,693.74,1659.54,0.956,718.05,1556.74,0.598,500.43,1673.63,0.927,554.82,1567.22,0.588,lateral,520.0075044342057,407.96904019945237,False,580.4639455365617,631.6794005409332,616.7587439676622
241,8033,394.59,316.22,1.0,518.91,422.57,1.0,547.44,434.18,0.999,595.68,630.48,0.994,629.11,649.59,0.034,593.5,885.97,0.968,612.99,855.93,0.04,647.96,868.95,0.999,674.3,869.92,0.997,606.6,1231.57,0.982,651.85,1209.59,0.329,652.2,1605.2,0.958,684.64,1511.72,0.524,693.6,1659.49,0.954,720.03,1556.86,0.611,500.29,1673.95,0.939,555.21,1567.53,0.628,lateral,518.9119629997493,422.566895996151,False,579.8690760571076,640.9463070362335,617.2824645863997
242,8066,394.53,326.21,0.999,516.45,445.11,1.0,544.47,457.55,0.998,590.37,679.31,0.994,616.44,694.06,0.033,554.96,935.16,0.975,580.85,901.84,0.046,649.84,875.21,0.998,677.38,874.78,0.996,604.34,1233.19,0.945,651.53,1212.97,0.183,652.22,1605.29,0.934,685.65,1513.43,0.321,693.6,1660.05,0.908,721.41,1560.19,0.422,500.29,1674.42,0.904,555.38,1569.66,0.435,lateral,516.453985426824,445.11350659796904,False,579.3815731040949,655.1922912831072,596.946810034561
243,8100,394.35,338.8,1.0,514.46,463.78,1.0,542.12,474.45,0.999,576.44,702.18,0.99,606.12,711.72,0.053,535.24,936.76,0.956,559.08,924.55,0.068,651.78,895.75,0.999,681.61,890.09,0.998,585.28,1237.87,0.969,635.29,1212.84,0.263,652.22,1605.28,0.968,686.98,1513.03,0.416,693.66,1660.0,0.947,722.33,1560.04,0.503,500.02,1675.23,0.951,555.92,1570.3,0.55,lateral,514.4587862362304,463.782805202554,False,579.3262408192285,668.4817724668839,617.9826314501223
244,8133,393.48,361.16,1.0,509.89,482.32,1.0,540.6,496.94,0.999,581.97,703.34,0.995,603.53,719.64,0.054,499.45,943.77,0.983,539.81,926.68,0.086,659.87,915.39,1.0,688.47,906.58,0.998,571.61,1247.06,0.98,625.17,1215.39,0.296,652.24,1605.28,0.979,688.63,1512.89,0.465,693.72,1660.0,0.964,725.0,1559.61,0.533,499.83,1675.91,0.968,557.19,1570.55,0.614,lateral,509.89257083662267,482.3196786967773,False,582.2998469622084,681.595527857605,618.9358991271788
245,8166,392.34,387.82,1.0,502.71,512.24,1.0,535.12,529.56,0.999,566.25,718.82,0.995,596.03,738.62,0.056,454.81,959.86,0.987,504.48,934.26,0.09,685.83,931.1,1.0,709.41,923.43,0.998,569.21,1243.34,0.984,619.91,1222.52,0.319,652.24,1605.33,0.983,688.47,1512.89,0.47,693.6,1660.31,0.969,725.0,1559.43,0.561,499.65,1676.4,0.974,558.2,1570.08,0.612,lateral,502.7086735168967,512.2442420711235,False,591.0156887172035,701.6953718140692,619.1136980139394
246,8200,389.9,416.77,1.0,494.23,539.5,1.0,535.0,554.86,0.999,544.64,752.08,0.994,592.64,763.11,0.041,420.2,965.4,0.988,505.66,937.83,0.069,706.73,946.16,1.0,719.43,938.14,0.999,566.0,1242.0,0.979,594.86,1220.8,0.353,652.26,1605.45,0.979,688.29,1512.89,0.474,693.6,1660.43,0.963,725.0,1559.38,0.581,499.84,1676.65,0.965,559.74,1569.97,0.586,lateral,494.2262812144402,539.5036703346298,False,596.5106583770845,722.1748868115325,619.5479922116081
247,8233,386.28,451.4,1.0,489.6,572.16,1.0,535.83,573.09,0.999,536.86,785.26,0.99,596.36,774.57,0.042,395.19,964.67,0.977,526.62,891.55,0.046,726.1,956.66,1.0,744.5,946.44,0.999,554.55,1246.76,0.986,608.97,1238.1,0.339,652.25,1605.43,0.989,689.63,1512.76,0.556,693.48,1660.32,0.985,726.83,1558.67,0.663,499.8,1676.53,0.983,564.05,1570.04,0.675,lateral,489.6014512252807,572.163050138999,False,601.8654259006336,748.1134203117464,621.0399352751199
248,8266,382.71,487.04,1.0,485.65,607.05,1.0,537.03,607.42,0.999,535.03,835.3,0.981,584.67,821.33,0.051,368.07,957.3,0.957,458.51,895.97,0.05,741.25,972.91,1.0,758.21,960.39,0.999,541.72,1251.7,0.991,591.84,1236.95,0.282,652.28,1605.48,0.995,689.11,1512.76,0.568,693.56,1660.32,0.99,726.43,1558.06,0.671,499.84,1676.88,0.992,564.83,1570.04,0.723,lateral,485.6541167995581,607.045383153334,False,606.2043303382223,777.2915492322475,621.1650063094373
249,8300,379.42,523.65,1.0,482.36,641.87,1.0,540.81,631.42,0.999,532.18,877.05,0.93,581.86,845.35,0.05,360.5,951.8,0.866,445.76,895.86,0.057,749.7,993.52,1.0,774.39,974.95,1.0,534.31,1265.99,0.994,592.02,1253.51,0.254,652.42,1605.65,0.997,689.89,1512.67,0.558,693.58,1660.32,0.995,727.4,1556.48,0.664,500.42,1677.03,0.995,567.3,1569.99,0.727,lateral,482.36356595336474,641.8682740854783,False,609.2310870962596,805.5685866679887,622.1760452819553
250,8333,377.4,559.16,1.0,476.43,685.25,1.0,540.57,667.99,1.0,507.94,919.86,0.895,562.87,886.08,0.081,339.45,946.68,0.772,414.23,915.49,0.131,762.06,1011.98,1.0,779.72,990.61,1.0,526.79,1266.89,0.995,563.73,1241.78,0.224,652.42,1605.96,0.997,689.43,1512.56,0.56,693.71,1660.37,0.996,726.85,1555.35,0.696,501.4,1677.1,0.996,566.18,1569.91,0.749,lateral,476.43185209728205,685.253223784461,False,610.8059894157637,838.2539893936033,622.0357525912765
251,8366,375.5,573.28,1.0,475.74,687.56,1.0,539.89,672.87,1.0,505.52,922.29,0.904,558.56,893.74,0.087,338.28,945.76,0.786,415.78,925.99,0.14,765.74,1015.43,1.0,780.8,995.71,1.0,528.98,1267.26,0.995,561.99,1240.18,0.248,652.54,1606.1,0.997,689.37,1512.43,0.6,693.94,1660.37,0.996,726.61,1554.36,0.725,503.63,1677.02,0.997,565.98,1569.68,0.779,lateral,475.73996953533305,687.5561476557293,False,612.5522952558963,840.5870437495105,622.5373325385207
252,8400,372.56,624.61,1.0,475.26,766.73,1.0,536.7,738.51,1.0,463.23,1008.95,0.962,493.81,978.7,0.227,315.52,945.54,0.96,356.14,935.66,0.307,777.7,1068.47,1.0,783.58,1041.93,1.0,526.12,1272.29,0.996,540.66,1237.85,0.33,653.07,1606.38,0.997,689.32,1512.43,0.621,694.84,1660.37,0.997,726.7,1553.29,0.764,506.32,1677.17,0.997,569.97,1570.3,0.804,lateral,475.2623244431516,766.7251273424165,False,624.3066409650431,902.8269631920747,624.4592219759722
253,8433,369.71,663.44,1.0,464.56,814.05,1.0,535.33,768.66,1.0,441.64,1050.99,0.979,498.28,1002.63,0.189,312.23,951.35,0.966,373.42,940.27,0.202,779.01,1099.58,1.0,781.85,1067.17,1.0,522.56,1278.1,0.996,524.15,1235.79,0.333,653.33,1606.51,0.996,688.36,1512.48,0.574,695.62,1660.35,0.996,726.7,1550.88,0.743,509.42,1677.34,0.996,569.55,1570.27,0.753,lateral,464.5612061574137,814.0520073532376,False,623.81283135441,940.8795960445674,625.3225351355634
254,8466,366.83,693.31,1.0,456.48,837.04,1.0,535.33,790.22,1.0,421.81,1077.59,0.975,521.63,985.64,0.117,309.0,958.88,0.951,386.82,952.55,0.112,772.77,1119.44,1.0,776.88,1085.07,1.0,523.03,1284.53,0.995,522.36,1232.7,0.27,653.92,1606.67,0.996,687.75,1512.09,0.486,697.25,1660.35,0.994,726.67,1546.72,0.666,512.7,1677.74,0.995,571.99,1571.14,0.694,lateral,456.47808756009744,837.0378343699442,False,621.8177714053975,960.2956329541183,627.154182837529
255,8500,366.9,724.68,1.0,457.77,869.48,1.0,525.95,826.54,1.0,404.63,1110.71,0.975,484.19,1028.58,0.127,299.58,968.49,0.954,372.7,968.76,0.102,775.12,1137.29,1.0,774.99,1094.97,1.0,519.8,1276.4,0.996,521.71,1218.09,0.334,654.11,1606.55,0.995,686.03,1507.97,0.586,698.31,1660.11,0.993,726.65,1538.15,0.717,514.23,1677.57,0.993,570.91,1570.83,0.746,lateral,457.7666635861353,869.4795447378314,False,626.1787811455688,986.2738423659482,627.5271482516282
256,8533,366.39,746.01,1.0,455.82,900.69,1.0,517.9,857.99,1.0,395.37,1127.08,0.972,470.06,1053.31,0.095,300.28,977.33,0.939,362.83,976.88,0.061,772.31,1160.89,1.0,773.65,1115.35,1.0,515.8,1274.71,0.996,532.9,1219.99,0.262,654.17,1606.5,0.996,686.03,1501.8,0.605,699.84,1659.91,0.995,726.73,1528.47,0.675,514.65,1677.67,0.996,572.53,1568.28,0.773,lateral,455.8184821164572,900.6916703046315,False,628.5255738685493,1013.6021552022368,628.4373358943003
257,8566,367.16,771.51,1.0,455.17,922.65,1.0,518.05,874.81,1.0,391.91,1151.75,0.982,453.77,1067.4,0.121,301.88,987.08,0.927,352.79,980.95,0.051,769.61,1173.65,1.0,774.64,1134.21,1.0,515.32,1276.4,0.997,517.28,1223.94,0.344,654.84,1606.48,0.996,681.58,1497.37,0.597,702.11,1659.66,0.993,725.47,1522.69,0.703,517.12,1677.71,0.994,571.83,1566.94,0.747,lateral,455.1651454813772,922.6525600010963,False,630.0113077835326,1031.8298983214295,629.1324612018802
258,8600,367.51,797.02,1.0,449.93,941.14,1.0,516.05,893.92,1.0,376.66,1158.69,0.97,485.86,1089.66,0.121,304.78,992.62,0.907,419.27,1062.84,0.067,767.26,1189.54,1.0,776.33,1148.23,1.0,512.65,1277.85,0.993,524.85,1237.76,0.278,654.84,1606.47,0.994,683.04,1493.7,0.605,702.49,1659.34,0.994,725.88,1518.07,0.706,518.34,1677.71,0.993,575.67,1564.55,0.724,lateral,449.9332582412512,941.140846306313,False,628.2740440250229,1049.799522202274,630.5934357603264
259,8633,368.16,813.92,1.0,447.18,955.85,1.0,520.05,910.99,1.0,378.11,1176.18,0.982,479.36,1088.7,0.229,308.43,1012.05,0.919,400.63,1018.98,0.122,769.88,1204.07,1.0,788.58,1164.97,1.0,516.67,1274.91,0.996,581.34,1234.62,0.432,654.84,1606.29,0.994,683.42,1486.1,0.743,702.93,1658.73,0.995,726.96,1509.83,0.793,519.13,1677.66,0.994,581.43,1559.68,0.84,lateral,447.18121708736874,955.8509368667503,False,631.7404673050606,1066.105392838493,632.6132682699692
260,8666,368.64,828.6,1.0,447.99,970.4,1.0,521.16,932.91,1.0,377.26,1185.11,0.98,480.38,1111.74,0.255,311.23,1027.73,0.892,402.64,1054.16,0.145,774.85,1214.21,1.0,799.07,1179.14,1.0,518.62,1272.61,0.994,587.95,1233.48,0.376,654.79,1605.88,0.993,683.44,1482.64,0.754,703.07,1657.98,0.994,727.82,1506.77,0.817,520.56,1676.95,0.993,586.57,1557.59,0.84,lateral,447.98835512602545,970.3959925426667,False,634.9723939978188,1080.3391379321877,634.5069117667846
261,8700,368.83,845.0,1.0,450.6,982.66,1.0,522.32,943.09,1.0,380.12,1197.52,0.979,470.82,1115.48,0.361,309.42,1036.6,0.858,388.79,1042.39,0.161,786.8,1229.06,1.0,799.27,1188.9,1.0,518.64,1273.42,0.996,568.3,1230.05,0.358,654.74,1605.4,0.992,682.24,1479.38,0.679,703.28,1657.18,0.991,727.53,1504.88,0.746,520.95,1676.37,0.991,583.92,1555.62,0.806,lateral,450.598284766161,982.6620649095526,False,638.3013113833432,1097.3480463483902,633.9200928673408
