frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
225,7500,618.83,646.75,0.999,470.72,807.63,1.0,769.6,821.62,0.998,389.33,1036.61,0.943,855.03,1065.16,0.754,478.4,989.33,0.103,756.65,981.96,0.053,507.14,1211.64,0.999,687.98,1224.42,0.999,437.35,1411.73,0.828,763.44,1420.63,0.805,432.65,1659.49,0.811,755.65,1677.31,0.836,437.74,1721.3,0.8,742.62,1741.92,0.818,396.88,1647.08,0.573,788.38,1669.57,0.61,posterior,620.1605250638527,814.6277549531187,False,607.0938741190306,1128.7336060112036,591.4047853203742
226,7533,622.65,600.53,0.998,471.64,761.83,0.999,773.01,780.92,0.998,386.25,988.51,0.918,855.32,1029.78,0.703,481.7,991.0,0.091,751.29,982.42,0.041,506.3,1181.67,0.999,686.39,1198.76,0.999,445.46,1395.9,0.906,763.97,1414.72,0.881,432.65,1659.81,0.782,755.58,1677.61,0.826,437.75,1721.71,0.793,742.57,1742.1,0.823,396.67,1646.98,0.404,788.54,1669.6,0.461,posterior,622.326376561389,771.3739723001809,False,607.9731486846237,1099.1641187075609,590.16095055362
227,7566,622.99,556.02,0.999,471.77,716.23,1.0,778.03,739.42,0.999,380.21,943.31,0.937,853.06,991.37,0.827,477.96,990.46,0.151,747.07,990.27,0.097,505.57,1151.33,0.999,686.51,1167.06,0.999,449.22,1377.61,0.939,762.88,1403.67,0.891,432.66,1659.81,0.879,755.49,1677.73,0.864,437.79,1721.95,0.876,742.62,1742.15,0.848,396.4,1647.0,0.555,788.54,1669.57,0.54,posterior,624.9018624234067,727.828880726444,False,608.6764597012036,1067.6666128944273,591.3355316355315
228,7600,625.06,512.64,0.999,470.9,676.03,1.0,780.54,695.14,1.0,376.3,905.04,0.967,848.17,948.87,0.921,473.34,991.93,0.286,749.75,1002.72,0.195,506.2,1119.39,0.999,686.72,1134.18,0.999,448.91,1358.26,0.98,760.88,1393.73,0.968,432.66,1659.64,0.948,755.39,1677.63,0.945,437.84,1721.82,0.942,742.57,1742.2,0.948,396.27,1646.91,0.664,788.1,1669.58,0.647,posterior,625.7206402762804,685.5863546310015,False,608.6372280706307,1036.173385377228,591.1946722499456
229,7633,628.62,468.21,1.0,470.44,634.2,1.0,785.01,652.73,1.0,372.27,860.62,0.979,845.95,905.0,0.965,463.31,989.51,0.384,769.68,1022.7,0.447,507.34,1083.73,1.0,687.63,1095.17,0.999,449.84,1342.52,0.991,760.84,1383.09,0.982,432.65,1659.61,0.966,755.28,1677.79,0.961,437.84,1721.82,0.959,742.42,1743.16,0.963,396.07,1646.86,0.701,788.1,1669.59,0.688,posterior,627.7253656878088,643.4647651316036,False,609.5666288701485,1002.8755589849909,591.107433164935
230,7666,632.83,424.65,1.0,470.59,587.76,1.0,787.82,607.02,1.0,370.28,821.86,0.969,844.36,871.97,0.972,446.8,990.3,0.441,791.9,1056.08,0.748,508.65,1056.1,1.0,688.89,1064.83,0.999,450.9,1330.09,0.969,760.73,1374.71,0.941,432.65,1659.58,0.95,755.24,1677.72,0.926,437.84,1721.89,0.933,742.49,1743.5,0.925,396.27,1646.44,0.744,788.03,1669.46,0.677,posterior,629.2064769800223,597.386719065044,False,610.5101029602133,972.3386777339778,591.1571878849117
231,7700,634.84,382.39,1.0,471.06,549.01,1.0,790.94,558.4,1.0,369.43,782.77,0.956,843.06,826.0,0.975,427.16,993.26,0.646,818.02,1055.37,0.862,509.79,1028.07,1.0,690.7,1033.93,0.999,450.73,1317.77,0.975,760.39,1366.51,0.947,432.63,1659.56,0.968,755.2,1677.76,0.943,437.84,1722.14,0.955,742.51,1744.66,0.935,396.27,1646.11,0.825,787.53,1669.49,0.735,posterior,630.9969967573994,553.7089113680377,False,611.5619860362001,942.031549522668,591.0375650798118
232,7733,635.2,343.61,1.0,469.75,512.49,1.0,790.61,512.4,1.0,367.87,745.64,0.939,842.34,782.35,0.986,408.34,990.57,0.711,842.42,1044.14,0.929,510.38,1003.62,1.0,691.03,1009.76,1.0,453.07,1314.79,0.986,759.94,1360.53,0.975,432.62,1659.55,0.981,755.28,1677.76,0.965,437.92,1722.29,0.979,742.53,1745.66,0.964,396.27,1646.11,0.86,787.53,1669.65,0.782,posterior,630.1789113259435,512.4415172101573,False,611.5354601651492,915.5434139796771,591.0621244496122
233,7766,636.33,312.07,1.0,468.83,481.67,1.0,793.47,479.19,1.0,367.83,712.46,0.96,842.05,740.65,0.984,379.27,980.73,0.8,861.09,1025.79,0.91,510.66,978.1,1.0,692.19,983.88,1.0,454.76,1309.13,0.992,759.0,1348.82,0.983,432.53,1659.56,0.988,755.25,1677.99,0.975,437.9,1722.33,0.981,742.52,1745.95,0.957,396.65,1646.22,0.904,786.92,1670.85,0.824,posterior,631.1516840029751,480.43334867297347,False,612.1808683299673,891.2067441491972,590.9970952776717
234,7800,640.17,285.95,1.0,468.93,451.96,1.0,795.01,448.68,1.0,366.13,681.32,0.979,841.42,702.68,0.988,351.17,956.98,0.9,877.19,991.81,0.926,511.2,960.94,1.0,691.9,968.27,1.0,457.42,1305.27,0.994,758.75,1337.91,0.991,432.41,1659.6,0.99,755.27,1678.74,0.984,437.79,1722.33,0.988,742.59,1746.6,0.978,398.78,1646.14,0.898,787.08,1672.52,0.844,posterior,631.9694840661173,450.32158094253,False,612.6201564200413,871.4205332474211,591.5626035643317
235,7833,639.67,267.78,1.0,469.59,425.86,1.0,796.62,421.55,1.0,362.44,654.59,0.985,842.57,667.05,0.989,331.62,932.53,0.908,888.8,952.18,0.889,513.31,947.11,1.0,695.13,950.75,1.0,457.52,1301.31,0.995,758.11,1333.11,0.99,432.12,1660.43,0.99,755.28,1679.6,0.98,437.75,1723.25,0.989,742.76,1747.54,0.975,399.1,1646.49,0.888,787.08,1676.82,0.812,posterior,633.1020499440515,423.7042311493158,False,613.8740909127331,853.8162530553265,591.6715369195538
236,7866,639.71,253.29,1.0,469.98,407.4,1.0,798.09,400.23,1.0,357.83,634.73,0.991,844.29,640.25,0.991,314.64,903.41,0.934,897.26,915.18,0.877,513.77,936.62,1.0,694.67,940.61,1.0,459.15,1295.23,0.996,757.67,1331.68,0.994,431.95,1660.87,0.993,755.28,1680.16,0.988,437.66,1724.03,0.992,742.83,1748.65,0.987,399.2,1646.63,0.884,787.18,1676.43,0.84,posterior,634.0368646620146,403.8160655317991,False,614.1861480304851,841.0984974166003,591.7189803743424
237,7899,639.05,238.48,1.0,471.23,390.92,1.0,798.5,384.89,1.0,354.63,612.98,0.992,847.04,623.38,0.991,306.51,876.75,0.939,906.55,886.83,0.86,515.81,933.15,1.0,695.5,935.18,0.999,464.56,1293.12,0.995,757.16,1327.49,0.994,431.86,1660.98,0.989,755.33,1680.01,0.985,437.7,1724.55,0.99,743.07,1749.99,0.986,399.74,1646.98,0.841,787.18,1677.07,0.802,posterior,634.8686778848811,387.9029728268,False,615.3832588684713,832.2580810854298,591.9218101364722
238,7933,639.61,226.67,1.0,471.43,379.39,1.0,797.85,370.59,1.0,348.39,597.81,0.989,850.55,607.04,0.993,294.8,856.45,0.922,915.48,868.14,0.887,517.07,926.91,1.0,696.4,926.93,0.999,472.56,1291.15,0.996,756.77,1326.5,0.995,431.78,1661.15,0.988,755.36,1680.01,0.984,437.71,1725.01,0.99,743.07,1751.87,0.987,400.47,1647.51,0.832,787.34,1678.36,0.799,posterior,634.6359381397942,374.9885903072835,False,616.2278885016991,823.8966883599632,592.1486823739859
239,7966,638.53,222.65,1.0,472.29,371.44,1.0,797.12,361.66,1.0,345.73,591.04,0.99,854.46,596.01,0.993,291.81,846.01,0.933,919.66,854.69,0.875,518.08,922.55,0.999,696.1,923.0,0.999,477.33,1288.63,0.991,755.85,1322.47,0.992,431.71,1661.09,0.982,755.39,1680.08,0.979,437.73,1724.92,0.986,743.22,1753.52,0.984,400.95,1648.16,0.791,787.31,1680.85,0.76,posterior,634.7045958670196,366.54892355958805,False,616.7317277646962,818.368574883721,592.3011506408043
240,8000,638.34,218.01,1.0,473.75,366.87,1.0,796.49,356.09,1.0,346.99,584.62,0.99,857.78,593.14,0.992,290.98,840.75,0.929,923.11,849.72,0.872,520.2,921.06,1.0,697.26,921.99,1.0,480.35,1285.52,0.996,754.75,1320.31,0.996,431.62,1661.09,0.99,755.41,1680.08,0.988,437.82,1725.14,0.992,743.29,1754.97,0.99,400.83,1648.51,0.845,787.28,1681.99,0.812,posterior,635.1176634626893,361.478755717746,False,617.786732615932,815.4527359884419,592.3074713578151
241,8033,636.94,212.96,1.0,473.83,364.4,1.0,795.67,353.48,1.0,349.01,583.1,0.991,859.18,587.71,0.993,294.37,838.6,0.937,922.44,844.46,0.882,521.64,917.73,1.0,697.32,918.81,0.999,482.83,1280.06,0.994,752.59,1319.38,0.995,431.41,1661.01,0.986,755.49,1680.31,0.986,437.8,1725.05,0.989,743.29,1756.36,0.989,401.54,1648.72,0.808,787.68,1682.65,0.798,posterior,634.7500156925653,358.94163892333086,False,618.0780554950235,812.6366583330026,592.5766992644595
242,8066,637.0,210.48,1.0,473.74,363.44,1.0,795.01,355.13,1.0,351.28,584.98,0.991,858.04,589.54,0.993,298.39,838.36,0.933,920.78,847.25,0.891,522.81,916.12,1.0,697.99,917.79,1.0,483.82,1279.28,0.995,748.82,1319.55,0.995,431.06,1660.99,0.988,755.52,1680.65,0.987,437.7,1725.32,0.99,743.25,1757.88,0.989,402.23,1648.8,0.823,787.79,1683.16,0.811,posterior,634.3733320650567,359.2869298135827,False,618.1004897699099,812.3434551963396,592.7430636188755
243,8100,637.02,207.41,1.0,473.0,363.44,1.0,795.11,353.66,1.0,352.85,591.74,0.986,856.18,590.84,0.992,303.22,843.62,0.915,918.35,851.83,0.912,522.43,912.6,1.0,697.64,915.12,0.999,482.49,1280.46,0.986,745.56,1318.58,0.991,430.65,1660.98,0.979,755.49,1681.08,0.979,437.24,1725.56,0.982,743.2,1758.71,0.981,404.11,1648.65,0.807,788.78,1683.35,0.804,posterior,634.0535775791327,358.5536230479905,False,617.4627846265873,811.2245979125609,593.333543329428
244,8133,637.13,206.0,1.0,471.95,365.96,1.0,795.22,354.82,1.0,354.52,599.08,0.983,854.82,597.64,0.991,308.12,850.04,0.879,915.3,857.41,0.881,523.41,915.45,1.0,697.28,918.7,0.999,482.48,1282.77,0.985,742.56,1320.62,0.99,430.12,1660.95,0.976,755.4,1681.78,0.978,436.6,1725.75,0.98,743.04,1760.02,0.98,405.73,1648.61,0.779,789.49,1684.01,0.789,posterior,633.584492652941,360.39143674086375,False,617.1690823213053,813.8804355389268,593.7124136808235
245,8166,636.74,203.18,1.0,470.41,368.28,1.0,795.03,357.37,1.0,358.38,603.97,0.986,854.02,603.15,0.989,321.32,855.63,0.909,912.74,863.51,0.904,523.56,917.49,1.0,697.14,921.59,0.999,480.78,1284.81,0.988,740.72,1322.95,0.989,429.72,1660.95,0.982,755.42,1682.34,0.977,436.06,1726.44,0.982,743.06,1760.9,0.975,406.33,1648.83,0.853,790.6,1684.13,0.814,posterior,632.7196996170667,362.82753943094554,False,616.6825163603273,816.3392237386834,594.0093376374623
246,8200,636.35,203.32,1.0,467.46,372.66,1.0,794.64,361.03,1.0,361.26,612.59,0.977,852.37,608.73,0.989,345.34,866.87,0.864,909.37,868.12,0.903,523.07,918.27,0.999,696.91,922.61,0.999,479.66,1285.14,0.985,740.87,1324.1,0.985,429.03,1660.8,0.973,755.41,1683.1,0.969,435.38,1726.34,0.975,742.84,1762.73,0.97,406.77,1648.83,0.792,790.91,1684.56,0.756,posterior,631.0492314850342,366.8454889634362,False,615.922004739891,818.6414302396472,593.977959258022
247,8233,636.23,207.1,1.0,465.82,376.51,1.0,793.85,365.58,1.0,363.1,621.44,0.981,850.23,616.16,0.99,368.44,874.93,0.794,903.15,879.26,0.889,522.63,919.14,0.999,696.84,923.18,0.999,477.07,1285.45,0.988,738.66,1324.8,0.984,428.73,1660.63,0.978,755.37,1683.35,0.969,435.1,1726.34,0.978,742.68,1762.73,0.967,407.81,1648.79,0.832,790.52,1685.31,0.78,posterior,629.8304913641653,371.0454905318654,False,615.0069476205646,820.9529917138148,594.0272367971344
248,8266,633.59,211.82,1.0,463.91,386.15,1.0,792.54,372.7,1.0,365.8,638.06,0.959,846.98,631.51,0.983,391.81,891.25,0.67,892.01,893.37,0.87,522.37,921.35,0.999,696.82,924.99,0.999,474.32,1285.91,0.98,739.73,1325.64,0.967,428.61,1660.55,0.964,755.37,1683.2,0.948,434.91,1726.47,0.963,742.68,1762.49,0.941,408.73,1648.88,0.787,790.38,1685.23,0.719,posterior,628.2249282221625,379.42930175591454,False,614.2547127975552,825.691386989625,594.1737567850392
249,8300,633.57,223.67,1.0,461.39,407.21,1.0,792.14,387.91,1.0,368.09,669.61,0.976,843.77,651.96,0.987,416.87,901.93,0.577,876.2,903.68,0.76,522.29,929.69,0.999,696.11,933.03,0.999,469.01,1288.2,0.978,741.46,1325.66,0.966,428.12,1660.55,0.957,755.38,1683.71,0.938,434.69,1726.61,0.955,742.74,1762.49,0.93,409.37,1649.2,0.733,790.56,1685.23,0.673,posterior,626.7655045076096,397.56189313429485,False,613.2790226133977,836.8180796898695,594.3419424550227
250,8333,631.41,246.36,1.0,460.34,435.07,1.0,791.0,413.9,1.0,370.46,701.97,0.957,840.53,672.95,0.99,432.58,895.36,0.279,864.65,907.62,0.719,521.53,943.34,0.999,694.23,947.09,0.999,463.8,1293.98,0.973,743.95,1327.71,0.964,427.72,1660.52,0.935,755.39,1684.16,0.921,434.51,1726.76,0.933,742.71,1762.72,0.926,408.95,1649.12,0.623,791.66,1685.1,0.622,posterior,625.6695754334473,424.4849886456259,False,612.1547936277636,853.5409640818846,594.4571408245395
251,8366,629.44,281.68,1.0,458.37,469.24,1.0,790.66,443.57,1.0,372.02,736.46,0.936,841.37,707.06,0.984,452.7,890.09,0.155,842.99,916.05,0.472,520.46,963.71,0.999,694.35,967.8,0.999,459.61,1296.7,0.972,744.08,1330.51,0.968,427.81,1660.52,0.941,755.08,1684.37,0.926,434.67,1726.9,0.937,742.14,1762.87,0.926,408.58,1649.17,0.689,791.31,1685.1,0.659,posterior,624.5150470875133,456.40591485072775,False,611.329092149614,874.7721848103376,594.1766865109979
252,8400,627.36,326.62,1.0,457.33,511.8,0.999,790.12,485.49,1.0,373.8,772.42,0.911,844.5,755.22,0.935,466.09,887.92,0.105,818.09,922.3,0.137,520.09,995.05,0.998,695.96,998.79,0.998,455.88,1304.26,0.952,746.55,1337.28,0.94,427.89,1660.52,0.877,755.02,1684.89,0.873,434.77,1726.9,0.868,741.96,1762.87,0.874,408.48,1649.23,0.5,791.31,1685.1,0.485,posterior,623.7216480332204,498.64538024736817,False,611.3517337576993,904.7162283231944,528.4062927156698
253,8433,626.2,360.76,0.999,455.34,550.92,0.999,789.4,539.57,0.999,375.02,805.53,0.836,845.91,801.91,0.876,472.0,886.03,0.099,789.54,917.7,0.147,519.95,1026.44,0.997,697.46,1030.91,0.998,452.5,1312.73,0.956,748.87,1343.47,0.921,427.98,1660.39,0.888,754.96,1684.99,0.867,434.83,1726.8,0.871,742.01,1762.71,0.846,408.2,1649.19,0.54,791.21,1685.03,0.499,posterior,622.3742059588873,545.2463515339327,False,611.1483424438507,936.2358773043213,528.344988188475
254,8466,624.02,401.1,0.999,455.39,591.96,0.999,788.72,587.42,0.999,377.36,840.66,0.854,847.0,844.59,0.862,479.35,883.47,0.072,768.69,912.26,0.11,520.5,1056.22,0.997,700.15,1063.2,0.997,449.79,1318.7,0.954,750.92,1351.01,0.907,427.98,1660.28,0.868,754.8,1684.91,0.84,434.84,1726.75,0.854,741.92,1762.62,0.813,407.61,1649.18,0.52,790.62,1684.74,0.461,posterior,622.0567842484579,589.6877953920439,False,611.7023782547508,966.5869867759556,528.1252475675891
255,8500,623.13,446.47,0.999,455.73,630.58,0.999,786.74,631.08,0.998,380.13,879.85,0.789,847.56,886.44,0.697,490.87,882.56,0.029,746.58,909.09,0.038,520.58,1081.94,0.997,702.1,1089.91,0.996,447.79,1323.6,0.96,756.33,1356.18,0.92,427.94,1659.98,0.883,754.72,1684.77,0.879,434.91,1726.47,0.867,741.98,1762.44,0.828,406.05,1649.18,0.546,790.02,1684.23,0.501,posterior,621.2379513792835,630.8291465871403,False,612.1829213387737,993.8340673430656,593.2404936757857
256,8533,621.81,463.11,0.999,456.25,643.7,0.999,785.24,645.13,0.998,381.97,892.21,0.811,847.76,900.09,0.719,497.32,882.81,0.032,732.1,906.87,0.037,520.5,1092.84,0.997,703.81,1100.94,0.996,446.14,1327.37,0.962,759.95,1359.85,0.932,427.92,1659.75,0.884,754.58,1684.77,0.888,435.04,1726.28,0.872,741.87,1762.26,0.843,404.41,1649.14,0.544,789.55,1683.31,0.51,posterior,620.744611244489,644.4166691301091,False,612.5389888405612,1003.9983976819484,592.7165822326824
257,8566,621.56,522.91,0.999,458.3,691.21,0.999,783.05,697.55,0.998,388.92,934.15,0.941,843.89,947.08,0.768,490.13,871.74,0.083,743.53,906.34,0.026,520.37,1118.87,0.997,705.42,1127.9,0.998,447.66,1332.33,0.928,767.79,1366.38,0.94,427.92,1659.81,0.831,754.58,1684.73,0.907,435.07,1726.32,0.789,741.6,1762.02,0.859,403.72,1648.97,0.497,789.32,1682.35,0.598,posterior,620.6763155759315,694.379881809532,False,613.6413109535996,1034.7320521890101,655.327211819522
258,8600,619.7,575.81,0.998,460.07,725.9,0.999,779.76,737.16,0.997,395.04,976.17,0.921,839.51,981.02,0.733,481.52,866.05,0.129,746.47,897.43,0.045,519.33,1147.77,0.996,705.24,1153.94,0.996,444.73,1344.25,0.876,770.29,1378.13,0.906,427.92,1659.61,0.783,754.46,1684.76,0.854,435.03,1726.08,0.72,741.45,1762.02,0.793,402.52,1648.95,0.57,789.59,1681.0,0.636,posterior,619.9130099016404,731.531526747978,False,613.1727112485625,1062.0217902401528,592.1478623869541
259,8633,620.96,609.92,0.999,461.06,760.33,0.999,775.92,770.38,0.998,398.78,1005.66,0.913,830.6,1005.8,0.802,476.88,867.86,0.146,747.47,890.75,0.072,519.27,1165.1,0.999,704.58,1169.91,0.999,442.62,1365.47,0.859,775.34,1385.99,0.858,427.89,1659.61,0.805,754.38,1684.73,0.866,435.01,1725.97,0.769,741.34,1761.59,0.809,401.06,1648.92,0.611,789.49,1680.0,0.668,posterior,618.4911565019127,765.3580632981821,False,612.6167138104622,1083.8555699076471,591.7259577442727
260,8666,621.92,636.35,0.999,463.1,789.78,0.999,773.69,796.91,0.997,403.96,1026.92,0.848,822.08,1025.69,0.594,478.32,877.82,0.073,738.51,897.91,0.029,518.54,1185.58,0.999,702.81,1189.12,0.999,443.19,1383.65,0.827,776.65,1396.6,0.792,427.91,1659.55,0.757,754.43,1684.63,0.798,435.07,1725.75,0.756,741.39,1760.28,0.777,400.02,1648.96,0.527,789.26,1678.52,0.563,posterior,618.3942804044584,793.3448446657817,False,612.1607193150307,1104.4481773360133,591.4344836421362
261,8700,619.45,663.97,0.999,465.54,814.91,0.999,771.08,819.41,0.998,410.2,1048.36,0.897,812.38,1038.61,0.497,479.71,898.93,0.084,727.13,924.06,0.017,519.54,1204.6,0.999,701.75,1207.52,0.999,435.95,1386.51,0.851,774.72,1407.35,0.765,427.94,1659.47,0.783,754.48,1684.61,0.817,435.56,1725.31,0.772,741.47,1759.56,0.779,398.08,1648.97,0.537,789.26,1677.38,0.555,posterior,618.3101869131337,817.1614289742371,False,598.7325102074525,1135.1639806002559,591.0933772360777
262,8733,617.0,685.21,0.999,466.52,841.53,0.999,768.99,844.46,0.998,414.1,1059.48,0.873,806.5,1052.72,0.578,483.85,930.11,0.065,721.93,957.57,0.023,518.52,1221.62,0.999,698.44,1226.04,0.999,436.41,1401.02,0.734,771.96,1417.27,0.67,427.95,1659.39,0.688,754.46,1684.52,0.713,435.6,1725.0,0.698,741.43,1757.4,0.724,396.83,1648.97,0.425,789.04,1676.23,0.45,posterior,617.7509706013287,842.9955454523952,False,610.0266509830069,1139.982714782694,588.5179935695146
263,8766,616.9,704.28,0.997,467.72,858.93,0.999,766.26,861.08,0.997,416.06,1073.33,0.842,801.37,1063.24,0.458,490.76,974.92,0.037,722.02,991.4,0.018,518.2,1231.88,0.999,695.85,1234.57,0.999,436.08,1409.53,0.75,769.22,1422.65,0.617,428.0,1659.3,0.706,754.42,1684.31,0.708,435.79,1724.71,0.698,741.37,1755.22,0.705,396.11,1648.97,0.41,789.12,1674.88,0.44,posterior,616.9921143032198,860.0082731310602,False,596.7134557711863,1164.3251674772698,588.5784064977561
264,8800,615.11,721.1,0.999,468.1,877.47,1.0,764.54,877.9,0.999,417.76,1097.4,0.935,799.02,1084.6,0.7,492.24,989.97,0.095,723.5,1001.54,0.051,517.88,1246.92,1.0,695.33,1251.27,1.0,431.52,1410.28,0.823,768.69,1423.76,0.738,428.03,1659.3,0.845,754.34,1684.2,0.886,436.02,1724.36,0.838,741.25,1753.42,0.876,395.05,1649.1,0.631,788.95,1674.69,0.702,posterior,616.3202590482521,877.6877687653442,False,608.059256926865,1164.7671231574063,590.3180153931645
265,8833,614.28,736.96,0.999,469.12,892.6,0.999,764.62,895.47,0.999,419.08,1109.95,0.882,799.02,1097.32,0.616,493.86,1000.39,0.098,724.66,1014.04,0.042,516.43,1263.47,1.0,694.47,1267.15,1.0,431.35,1417.93,0.71,763.01,1429.62,0.56,428.07,1659.37,0.758,754.31,1684.26,0.748,436.13,1724.36,0.785,741.25,1752.1,0.781,394.2,1649.26,0.568,787.34,1675.25,0.572,posterior,616.8724267821358,894.0316923206144,False,607.3877143332854,1178.3105475998252,589.7269080320962
266,8866,614.78,751.78,1.0,469.05,903.65,0.999,764.11,906.74,0.999,418.74,1127.38,0.885,795.63,1109.67,0.498,496.6,1012.03,0.089,722.7,1030.85,0.029,514.9,1281.15,1.0,694.64,1285.29,1.0,424.8,1420.22,0.827,763.66,1432.6,0.633,428.07,1659.37,0.913,754.11,1684.28,0.897,436.13,1724.23,0.926,741.04,1751.18,0.934,393.54,1649.45,0.751,786.08,1674.92,0.729,posterior,616.5834820262901,905.1946418656023,False,594.3785754553128,1202.8649610152172,589.1953281108277
267,8900,614.99,764.16,0.999,468.81,917.05,0.999,763.48,919.88,0.998,419.23,1136.93,0.836,794.75,1119.94,0.512,495.82,1015.94,0.098,723.76,1027.25,0.038,514.4,1300.21,1.0,695.69,1305.28,1.0,422.65,1420.47,0.716,762.81,1434.93,0.459,428.14,1659.34,0.82,753.86,1684.23,0.726,436.31,1724.01,0.857,740.86,1750.16,0.792,391.75,1649.74,0.663,785.01,1674.01,0.558,posterior,616.1428079428266,918.4661500014201,False,610.7810417517518,1093.9437670966934,588.4835120429243
268,8933,613.93,772.08,0.997,468.4,923.51,0.999,762.87,925.48,0.997,418.49,1144.2,0.804,794.7,1122.68,0.534,495.47,1022.97,0.083,724.31,1034.35,0.034,511.64,1312.65,1.0,695.56,1319.07,0.999,423.18,1425.99,0.682,755.99,1441.73,0.388,428.24,1659.35,0.78,753.37,1684.23,0.617,436.31,1724.09,0.831,740.5,1749.44,0.738,391.75,1649.85,0.594,783.57,1674.11,0.451,posterior,615.632980910424,924.4938470475338,False,609.9040350176091,1102.738323555126,522.8548208207204
269,8966,612.38,779.05,0.999,468.41,926.43,1.0,763.07,931.66,0.999,418.49,1147.02,0.85,794.54,1130.59,0.535,496.47,1031.14,0.082,723.66,1043.02,0.029,510.17,1314.14,1.0,695.31,1323.0,1.0,419.82,1416.07,0.817,758.82,1439.99,0.6,428.27,1659.31,0.892,753.03,1684.21,0.825,436.37,1723.55,0.911,740.25,1748.96,0.877,391.14,1650.45,0.763,783.22,1673.37,0.659,posterior,615.7426367046448,929.046959635565,False,604.5344677962569,1213.1524043039333,587.7430898208984
270,9000,611.97,777.47,0.999,468.51,926.34,0.999,762.64,933.7,0.999,418.65,1149.11,0.839,793.69,1129.98,0.523,495.24,1030.56,0.091,723.33,1042.13,0.031,510.31,1314.26,1.0,695.09,1323.12,1.0,419.46,1418.49,0.775,762.91,1438.46,0.619,428.27,1659.25,0.859,752.77,1684.21,0.811,436.37,1723.34,0.878,740.1,1748.28,0.853,389.98,1650.85,0.698,783.56,1672.23,0.625,posterior,615.576673202984,930.0245679972081,False,604.7293849138906,1213.6455778113002,587.5038127627599
271,9033,611.86,774.47,1.0,467.99,922.88,1.0,762.34,929.93,0.999,418.14,1150.25,0.853,794.31,1131.54,0.614,496.33,1030.68,0.087,724.45,1044.98,0.033,509.81,1308.08,1.0,694.28,1316.55,1.0,414.58,1416.81,0.857,769.33,1434.28,0.757,428.3,1659.11,0.935,752.38,1684.16,0.931,436.44,1722.75,0.947,739.74,1747.34,0.959,389.56,1651.03,0.776,783.67,1671.34,0.749,posterior,615.1660999532196,926.4027155439821,False,604.4599756607357,1209.6367511240667,587.3511461761415
272,9066,611.78,768.4,0.999,467.0,918.71,1.0,762.44,923.02,0.999,416.4,1145.02,0.96,797.02,1127.43,0.805,493.78,1029.05,0.155,727.3,1040.77,0.074,510.47,1298.3,1.0,694.17,1306.25,1.0,418.45,1415.76,0.764,766.54,1432.47,0.66,428.49,1659.17,0.829,752.38,1684.06,0.869,436.62,1722.75,0.852,739.74,1746.64,0.877,390.07,1651.3,0.615,783.35,1671.97,0.693,posterior,614.7207819454853,920.8610580580689,False,604.5362839678244,1203.4570521468688,587.4451838872557
273,9100,610.84,760.36,1.0,466.91,913.3,1.0,761.98,916.33,1.0,415.64,1138.3,0.979,800.6,1121.69,0.823,489.92,1021.52,0.326,731.6,1036.56,0.095,510.08,1292.43,1.0,693.96,1300.41,1.0,419.32,1411.68,0.827,765.47,1433.3,0.767,428.49,1659.04,0.912,752.13,1683.95,0.951,436.81,1721.78,0.921,739.5,1746.09,0.953,389.88,1651.49,0.791,782.61,1672.02,0.866,posterior,614.4469769197385,914.8106171002069,False,604.3993545700287,1198.5313072588112,587.2008890573815
274,9133,610.75,751.08,1.0,466.93,905.84,1.0,762.44,909.23,0.999,413.26,1130.19,0.945,807.0,1117.52,0.832,491.38,1017.92,0.153,737.2,1035.16,0.09,508.87,1280.35,1.0,691.73,1288.42,1.0,418.19,1407.91,0.811,765.37,1431.66,0.788,428.52,1658.77,0.877,751.83,1683.74,0.928,436.81,1720.21,0.887,739.2,1744.65,0.93,390.11,1651.4,0.714,781.68,1671.95,0.807,posterior,614.6854724100945,907.5307853481812,False,603.8594230389281,1190.6960990153405,586.9514118922316
275,9166,608.69,733.86,1.0,467.17,889.55,1.0,763.0,895.27,0.999,410.29,1114.0,0.971,821.95,1112.67,0.905,491.52,1004.59,0.255,748.66,1021.76,0.153,508.14,1263.75,1.0,691.35,1274.87,1.0,417.45,1406.98,0.828,766.91,1427.97,0.832,428.55,1658.57,0.873,751.83,1683.44,0.942,436.73,1718.71,0.869,738.7,1743.04,0.942,390.21,1651.25,0.68,781.56,1671.73,0.824,posterior,615.0864318969309,892.4108905137659,False,604.24111965313,1178.8339692265965,586.8016344267454
