frame,time_ms,nose_x,nose_y,nose_conf,l_shoulder_x,l_shoulder_y,l_shoulder_conf,r_shoulder_x,r_shoulder_y,r_shoulder_conf,l_elbow_x,l_elbow_y,l_elbow_conf,r_elbow_x,r_elbow_y,r_elbow_conf,l_wrist_x,l_wrist_y,l_wrist_conf,r_wrist_x,r_wrist_y,r_wrist_conf,l_hip_x,l_hip_y,l_hip_conf,r_hip_x,r_hip_y,r_hip_conf,l_knee_x,l_knee_y,l_knee_conf,r_knee_x,r_knee_y,r_knee_conf,l_ankle_x,l_ankle_y,l_ankle_conf,r_ankle_x,r_ankle_y,r_ankle_conf,l_heel_x,l_heel_y,l_heel_conf,r_heel_x,r_heel_y,r_heel_conf,l_foot_index_x,l_foot_index_y,l_foot_index_conf,r_foot_index_x,r_foot_index_y,r_foot_index_conf,view_type,c7_x,c7_y,has_barbell,com_x,com_y,mid_foot_x
107,3566,690.34,790.52,1.0,541.62,937.85,1.0,840.8,954.65,1.0,479.75,1148.14,0.959,894.06,1160.16,0.664,577.72,1054.06,0.372,821.79,1072.19,0.103,578.95,1284.83,1.0,772.29,1302.7,1.0,472.44,1364.32,0.908,840.74,1413.06,0.71,493.44,1647.51,0.983,816.23,1667.95,0.98,501.06,1708.58,0.989,801.9,1735.2,0.993,456.33,1639.22,0.88,845.34,1667.51,0.879,posterior,691.2111578531865,946.2526581399177,False,677.3619419785277,1203.560927347484,651.1569271372479
108,3600,689.91,796.79,1.0,539.32,941.19,1.0,839.48,961.74,1.0,480.0,1155.87,0.919,892.75,1161.45,0.665,582.82,1054.29,0.114,818.78,1075.04,0.061,575.74,1294.14,1.0,769.16,1311.16,1.0,470.35,1364.32,0.937,842.05,1412.07,0.826,493.46,1647.51,0.983,815.99,1667.95,0.984,501.72,1708.58,0.986,801.69,1734.55,0.992,454.69,1639.55,0.882,845.53,1666.88,0.887,posterior,689.3958601704544,951.4629803304138,False,675.4546799536996,1208.8790243791007,650.9063932224407
109,3633,688.4,800.53,1.0,539.11,946.29,1.0,838.94,964.43,1.0,479.39,1158.15,0.952,891.92,1160.5,0.673,582.62,1055.95,0.251,819.76,1077.35,0.076,575.29,1299.28,1.0,767.79,1316.27,1.0,470.16,1363.88,0.897,839.56,1416.25,0.772,493.46,1647.46,0.977,815.52,1668.14,0.98,501.72,1708.58,0.983,800.85,1734.55,0.992,453.72,1639.77,0.866,844.94,1666.73,0.877,posterior,689.0264031611509,955.3603071499288,False,674.7103565454354,1212.4739309746449,650.3071633254436
110,3666,686.85,798.69,1.0,536.23,943.48,1.0,837.29,964.22,1.0,476.28,1163.7,0.956,894.01,1162.69,0.651,582.4,1089.86,0.12,819.75,1088.13,0.055,573.16,1301.4,1.0,766.3,1316.8,1.0,469.08,1362.91,0.911,840.08,1416.66,0.733,493.51,1647.46,0.976,815.13,1668.21,0.975,502.42,1708.58,0.983,800.34,1734.36,0.991,452.12,1640.43,0.836,844.11,1666.64,0.843,posterior,686.7584318691165,953.8500720435788,False,673.172784879166,1212.6645705791748,649.7485962250016
111,3699,686.24,793.4,1.0,534.43,944.62,1.0,835.41,959.44,1.0,473.36,1162.0,0.977,895.21,1158.9,0.642,577.49,1088.2,0.366,820.84,1092.29,0.086,570.67,1302.23,1.0,766.27,1318.88,1.0,466.3,1368.11,0.851,837.83,1414.68,0.598,493.51,1647.46,0.967,814.67,1668.21,0.961,502.61,1708.58,0.98,799.64,1734.46,0.984,451.78,1641.2,0.838,844.11,1666.62,0.843,posterior,684.9201628869384,952.0290642848946,False,671.6016640203294,1212.6699645853641,649.5356526438719
112,3733,682.92,787.43,1.0,532.37,939.02,1.0,833.47,953.57,1.0,471.03,1153.87,0.972,896.05,1153.12,0.703,571.51,1073.74,0.404,821.63,1085.3,0.108,567.72,1294.53,1.0,764.9,1311.99,1.0,466.2,1375.02,0.737,833.1,1414.46,0.592,493.49,1647.48,0.903,814.07,1668.37,0.936,502.61,1708.65,0.934,798.58,1734.5,0.968,451.78,1641.47,0.7,844.27,1666.62,0.79,posterior,682.9198798296052,946.2959450705795,False,669.6590498228875,1208.0745154700119,649.3126260216028
113,3766,680.17,780.46,1.0,528.79,930.68,1.0,830.77,944.87,1.0,467.97,1149.42,0.94,897.28,1147.93,0.746,563.64,1071.86,0.308,822.19,1082.25,0.153,564.14,1289.55,1.0,762.25,1305.17,1.0,468.93,1379.38,0.785,832.74,1415.6,0.589,493.49,1647.56,0.934,813.78,1668.55,0.937,502.61,1708.68,0.957,798.39,1734.5,0.971,452.15,1641.97,0.802,843.65,1666.8,0.831,posterior,679.7812858454465,937.7769083182746,False,667.5473189767961,1203.0995281895903,649.1998378133378
114,3800,677.99,766.61,1.0,525.33,921.97,1.0,825.92,929.84,1.0,465.38,1145.57,0.945,896.79,1140.51,0.758,562.85,1075.55,0.188,818.53,1082.82,0.12,562.08,1283.11,1.0,760.5,1295.74,1.0,469.39,1377.58,0.737,832.01,1416.71,0.622,493.48,1647.61,0.862,813.36,1668.64,0.912,502.43,1708.53,0.895,797.89,1734.33,0.931,452.34,1642.18,0.677,843.95,1666.83,0.787,posterior,675.62550299278,925.9074906751076,False,665.2825505474689,1195.6714705734244,649.1504772446954
115,3833,674.58,744.06,1.0,523.54,904.5,1.0,821.79,906.52,1.0,460.46,1136.47,0.843,895.54,1125.14,0.744,563.35,1079.95,0.113,814.05,1079.41,0.125,560.86,1264.33,1.0,757.89,1272.97,1.0,469.7,1376.81,0.844,829.56,1415.43,0.759,493.48,1647.57,0.917,813.27,1668.68,0.943,502.43,1708.32,0.931,797.89,1734.12,0.953,452.42,1642.02,0.724,844.03,1666.75,0.795,posterior,672.6646057220696,905.5079970459303,False,663.1856588552597,1179.9854703024691,649.1916820141483
116,3866,674.61,716.75,1.0,523.54,873.31,1.0,820.52,882.68,0.999,456.64,1112.17,0.814,897.54,1111.09,0.708,554.04,1075.77,0.114,810.06,1071.75,0.112,559.38,1239.6,1.0,755.28,1248.86,1.0,477.1,1379.98,0.843,827.21,1414.61,0.735,493.48,1647.63,0.857,813.0,1668.83,0.882,502.39,1708.23,0.871,797.8,1734.12,0.88,452.27,1641.87,0.659,844.03,1666.59,0.713,posterior,672.0306944079822,877.9953492779016,False,662.5384797880348,1160.4213878977039,649.1234805792394
117,3900,674.47,686.27,0.999,523.12,843.53,1.0,821.69,852.46,0.999,450.91,1081.45,0.919,902.31,1098.29,0.686,543.44,1039.91,0.18,808.9,1046.0,0.101,554.74,1217.75,1.0,751.58,1231.0,1.0,479.38,1381.66,0.733,823.14,1409.19,0.604,493.47,1647.69,0.767,812.79,1669.02,0.805,502.37,1708.23,0.809,797.3,1733.89,0.841,452.36,1641.81,0.558,844.04,1666.36,0.644,posterior,672.4070585880744,847.9948557470337,False,660.9238795225713,1141.070285994681,649.0188286006039
118,3933,673.98,652.36,0.999,523.07,810.35,1.0,822.77,825.32,0.999,446.23,1050.21,0.909,904.86,1077.17,0.836,533.89,1014.79,0.098,805.77,1038.34,0.097,551.49,1193.39,1.0,746.7,1209.32,1.0,487.86,1378.54,0.918,820.74,1402.91,0.897,493.42,1647.75,0.895,812.53,1669.2,0.916,502.31,1708.23,0.899,797.3,1734.02,0.897,452.4,1641.78,0.673,844.11,1665.75,0.709,posterior,672.9205726442415,817.8348869555243,False,659.9794596200531,1119.7353221069147,649.0315177698684
119,3966,674.35,619.62,1.0,523.23,770.34,1.0,822.12,784.97,1.0,443.45,1010.11,0.948,905.61,1040.6,0.894,513.44,1013.15,0.097,808.08,1041.18,0.095,551.7,1163.01,1.0,743.42,1175.6,1.0,496.03,1374.97,0.964,820.47,1398.01,0.923,493.36,1647.8,0.897,812.35,1669.14,0.882,502.23,1708.27,0.894,797.47,1734.02,0.868,452.39,1641.77,0.569,844.11,1665.49,0.544,posterior,672.6783588512441,777.6552593138397,False,659.8809762577865,1090.8854459532315,649.0528324061169
120,4000,674.41,583.69,1.0,522.59,734.57,1.0,822.28,742.11,1.0,439.02,972.98,0.971,904.66,994.42,0.955,498.11,1012.78,0.213,817.21,1050.08,0.225,552.77,1139.0,1.0,742.56,1146.28,1.0,496.65,1364.23,0.974,820.42,1388.61,0.966,493.34,1647.92,0.909,812.1,1669.68,0.92,502.23,1708.44,0.898,797.39,1734.36,0.918,452.29,1641.69,0.61,844.36,1665.01,0.594,posterior,672.4373052168645,738.343315726901,False,659.7005383054835,1063.2217713416735,649.0712790247705
121,4033,672.9,550.36,1.0,521.01,698.37,1.0,824.01,704.85,1.0,432.12,934.64,0.973,903.59,960.69,0.958,495.45,1015.48,0.21,826.83,1069.24,0.266,552.11,1113.63,1.0,740.62,1119.46,0.999,496.01,1356.7,0.979,820.53,1382.79,0.968,493.22,1648.0,0.93,812.0,1669.78,0.934,502.19,1709.11,0.916,797.39,1734.67,0.931,452.29,1641.54,0.648,844.75,1664.37,0.638,posterior,672.5093114808387,701.6123895036496,False,658.9299032008664,1037.5447230534003,649.1554189300201
122,4066,674.71,515.18,1.0,519.54,667.33,1.0,824.41,670.49,1.0,423.53,898.9,0.971,901.37,931.28,0.969,481.51,1020.03,0.358,842.52,1089.45,0.605,550.2,1089.27,1.0,737.5,1095.85,1.0,496.63,1346.31,0.964,821.88,1375.61,0.941,492.79,1648.04,0.918,812.06,1669.78,0.901,501.78,1709.4,0.899,797.39,1734.58,0.904,452.44,1641.44,0.697,845.13,1663.85,0.652,posterior,671.9763010487766,668.9077596527927,False,657.6014398662586,1013.9063810331819,649.1872937598918
123,4100,674.43,474.86,1.0,517.78,630.89,1.0,824.87,633.92,1.0,419.88,861.17,0.963,897.86,891.89,0.976,465.56,1024.9,0.519,863.73,1096.78,0.747,547.6,1067.33,1.0,734.21,1072.92,0.999,497.65,1338.72,0.949,822.71,1376.91,0.924,492.3,1648.19,0.909,811.95,1670.14,0.887,501.11,1709.4,0.886,797.31,1734.95,0.896,453.18,1641.36,0.657,846.87,1663.85,0.601,posterior,671.3209183781545,632.4078949301525,False,656.1714442676446,990.0905957314676,649.6193762365959
124,4133,675.29,441.71,1.0,516.38,596.83,1.0,825.6,602.16,1.0,417.27,825.6,0.923,896.73,867.54,0.974,447.09,1028.44,0.601,884.64,1096.75,0.834,547.68,1048.58,1.0,733.41,1053.41,1.0,496.14,1333.32,0.937,822.2,1375.18,0.907,491.76,1648.53,0.931,811.75,1670.61,0.888,499.74,1709.57,0.898,797.16,1735.68,0.874,453.79,1641.54,0.79,847.83,1664.06,0.685,posterior,670.988637835318,599.4980022695738,False,655.6173229587048,969.2342933214356,649.6325414651271
125,4166,676.79,410.11,1.0,513.13,557.64,1.0,826.03,558.9,1.0,416.04,787.54,0.837,895.98,839.11,0.967,427.66,1024.63,0.55,900.73,1090.24,0.782,542.61,1025.93,0.999,731.13,1030.02,0.999,496.92,1329.42,0.958,820.24,1365.23,0.96,491.14,1649.01,0.942,811.41,1671.34,0.924,497.91,1709.63,0.935,796.17,1736.29,0.924,455.28,1641.74,0.755,850.77,1664.15,0.681,posterior,669.5769532494535,558.2703808129553,False,653.5708771940729,943.3490432297441,650.0340178910051
126,4200,677.44,386.11,1.0,509.58,528.14,1.0,825.33,517.66,1.0,412.44,752.55,0.912,894.37,795.62,0.984,410.47,1010.22,0.586,909.98,1074.87,0.853,542.83,1009.21,1.0,731.51,1007.55,1.0,498.01,1327.93,0.984,817.43,1363.47,0.98,490.56,1649.66,0.973,811.01,1672.35,0.957,496.61,1709.76,0.971,795.44,1736.58,0.961,455.61,1642.63,0.821,850.52,1664.71,0.74,posterior,667.4578140767594,522.8994817886078,False,652.6271331033213,921.2167211419273,649.5463077220503
127,4233,677.01,356.41,1.0,505.63,501.93,1.0,825.0,486.67,1.0,407.09,721.67,0.949,889.61,748.93,0.991,393.27,979.72,0.666,917.15,1036.38,0.906,543.17,992.28,1.0,732.31,984.06,1.0,498.36,1315.21,0.995,814.52,1356.27,0.991,489.7,1649.92,0.991,810.93,1673.07,0.984,494.83,1709.76,0.99,795.44,1737.94,0.983,456.1,1643.6,0.883,850.2,1665.23,0.825,posterior,665.313427809741,494.2989297613557,False,651.5520107784441,899.8267565840159,649.1411212449201
128,4266,677.3,333.54,1.0,502.62,479.32,1.0,825.52,468.68,1.0,401.45,696.0,0.977,885.37,718.99,0.993,377.04,955.65,0.793,920.14,992.73,0.895,543.38,975.28,1.0,731.2,969.04,1.0,499.48,1307.41,0.995,811.81,1345.31,0.992,488.77,1650.38,0.991,810.58,1675.09,0.984,493.17,1710.44,0.99,795.44,1739.9,0.98,456.1,1644.2,0.883,850.0,1665.23,0.827,posterior,664.0686030197558,474.0000036299624,False,650.4721440422461,883.6884196937173,648.6765118645901
129,4300,678.42,312.98,1.0,500.91,457.26,1.0,826.1,447.47,1.0,396.55,671.04,0.974,882.11,688.96,0.994,365.08,928.41,0.78,921.75,957.58,0.894,544.41,957.29,1.0,729.81,952.4,1.0,500.53,1297.5,0.991,806.87,1331.16,0.99,487.99,1650.68,0.985,810.4,1676.07,0.98,490.41,1710.58,0.981,795.57,1740.36,0.971,457.67,1644.94,0.875,850.08,1666.4,0.835,posterior,663.5056946551094,452.3672831467631,False,649.6078208366133,866.1671590970552,648.4296863021062
130,4333,678.56,288.58,1.0,500.69,435.19,1.0,825.55,428.95,1.0,393.54,651.76,0.984,879.89,664.65,0.995,357.98,903.44,0.8,921.58,927.64,0.896,544.88,942.43,1.0,728.54,938.35,1.0,500.74,1291.44,0.994,801.42,1323.07,0.992,487.16,1650.8,0.988,810.16,1676.84,0.984,488.38,1710.65,0.984,795.66,1740.46,0.976,457.67,1645.14,0.882,849.96,1669.06,0.85,posterior,663.1195285818394,432.06932996746156,False,648.7053217113386,851.3234734663763,647.9150903290657
131,4366,678.0,275.97,1.0,501.69,417.24,1.0,825.01,412.08,1.0,389.26,630.42,0.983,877.06,644.48,0.993,357.81,878.12,0.764,917.69,897.55,0.853,545.67,933.95,1.0,728.53,929.47,1.0,502.69,1290.81,0.994,792.93,1324.09,0.993,486.55,1651.65,0.988,809.58,1677.71,0.985,487.66,1711.77,0.988,795.2,1742.22,0.985,457.67,1646.3,0.828,850.04,1669.97,0.814,posterior,663.353359805754,414.6577378077551,False,648.1422172962278,840.8811816357958,647.6437588522808
132,4400,677.83,266.59,1.0,502.92,406.31,1.0,823.78,397.48,1.0,387.79,616.23,0.983,872.82,628.9,0.994,358.27,861.92,0.792,914.98,879.14,0.872,545.24,923.79,1.0,725.87,919.88,1.0,506.12,1286.1,0.994,785.28,1318.56,0.995,485.61,1652.04,0.988,809.17,1678.3,0.989,486.15,1712.51,0.989,794.39,1744.44,0.989,458.03,1646.9,0.84,850.42,1671.04,0.858,posterior,663.347245433744,401.8922623012309,False,646.9965932254385,831.0810171299458,647.2499502460605
133,4433,677.66,260.43,1.0,502.87,400.97,1.0,821.1,386.77,1.0,387.73,606.29,0.97,866.31,616.28,0.994,360.74,853.47,0.747,912.53,868.81,0.891,546.64,919.76,1.0,726.48,913.82,1.0,510.23,1282.51,0.991,781.14,1320.97,0.992,484.62,1652.19,0.982,808.96,1679.47,0.981,485.17,1712.99,0.983,794.07,1747.2,0.983,458.31,1647.8,0.795,850.34,1672.86,0.805,posterior,661.986743433319,393.87096340018763,False,646.6578274217741,825.674883828396,646.973758185062
134,4466,677.36,256.04,1.0,503.33,393.11,1.0,818.98,379.73,1.0,388.2,605.16,0.973,860.88,610.12,0.994,365.13,850.04,0.781,910.02,862.31,0.896,547.37,915.81,1.0,726.21,909.98,1.0,517.02,1279.53,0.992,775.11,1316.48,0.993,483.68,1652.19,0.984,808.63,1679.89,0.985,483.88,1713.48,0.986,793.48,1748.61,0.987,458.72,1648.26,0.804,850.4,1673.14,0.841,posterior,661.1514124004528,386.4186532043827,False,646.320999892103,820.8587887374138,646.620707200417
135,4500,676.54,248.69,1.0,503.82,386.65,1.0,818.55,375.01,1.0,389.4,604.34,0.975,858.16,608.13,0.992,369.65,849.81,0.857,906.7,861.67,0.902,549.83,914.3,1.0,726.34,909.82,1.0,520.55,1277.47,0.992,771.36,1314.91,0.993,483.12,1652.19,0.986,808.14,1680.27,0.986,483.49,1713.66,0.988,792.87,1750.01,0.987,459.06,1648.26,0.833,850.4,1674.23,0.845,posterior,661.1840782104383,380.830134841132,False,646.7211719823695,818.2745893100285,646.4545523352622
136,4533,676.44,246.2,1.0,503.09,386.29,1.0,816.48,369.49,1.0,390.11,603.35,0.964,856.39,603.72,0.992,373.65,851.28,0.71,903.29,863.72,0.887,551.88,914.2,1.0,726.95,910.49,1.0,523.11,1277.47,0.989,770.88,1312.98,0.989,482.43,1652.38,0.981,807.74,1680.66,0.978,482.99,1714.0,0.982,792.49,1751.14,0.98,459.23,1648.84,0.802,850.71,1675.14,0.803,posterior,659.7822925476796,377.88978102286524,False,646.8425707519303,817.0700005833909,646.3571982246311
137,4566,675.37,240.73,1.0,502.94,385.34,1.0,816.77,370.59,1.0,390.99,606.96,0.98,858.22,608.7,0.994,379.79,853.14,0.782,900.24,866.64,0.88,553.79,913.4,1.0,727.03,910.64,0.999,522.7,1276.84,0.986,769.31,1315.13,0.987,482.02,1652.6,0.973,807.13,1681.03,0.971,482.55,1714.38,0.976,792.0,1752.2,0.975,459.36,1649.66,0.756,850.63,1676.44,0.762,posterior,659.858445217603,377.9668206501192,False,647.1395806870902,817.3915687393855,646.1364582365967
138,4600,674.74,235.04,1.0,502.64,383.93,1.0,817.65,367.9,1.0,391.71,612.09,0.972,859.87,611.29,0.991,390.7,861.66,0.784,898.65,869.13,0.873,555.23,911.26,1.0,727.62,910.15,1.0,523.75,1276.98,0.981,770.85,1315.03,0.983,480.93,1652.5,0.975,806.71,1681.33,0.969,480.94,1714.38,0.977,791.1,1753.29,0.971,459.75,1650.17,0.795,850.62,1676.66,0.771,posterior,660.1410649337407,375.9136710640944,False,647.8554314632358,816.4601094607499,645.6039344476524
139,4633,674.82,232.39,1.0,504.01,383.72,1.0,818.59,368.77,1.0,392.75,614.74,0.969,860.21,613.89,0.99,401.73,864.33,0.728,897.27,872.51,0.868,554.79,909.05,0.999,727.62,909.79,0.999,524.51,1275.78,0.983,772.89,1313.02,0.984,480.56,1652.71,0.97,806.37,1681.33,0.966,480.49,1714.38,0.974,791.02,1753.75,0.97,460.5,1650.74,0.757,850.48,1677.54,0.755,posterior,661.2996478314344,376.2433207443354,False,648.4148238385249,816.0109673307232,645.6227896037617
140,4666,675.37,231.48,1.0,505.09,385.69,1.0,819.05,369.78,1.0,394.82,616.83,0.967,860.92,616.98,0.986,407.04,867.24,0.816,896.32,876.3,0.887,554.52,907.07,1.0,727.33,908.21,1.0,525.19,1275.07,0.988,775.38,1310.47,0.985,480.42,1652.81,0.977,806.16,1681.25,0.97,480.49,1714.38,0.978,791.02,1754.01,0.97,461.1,1650.74,0.801,850.15,1678.01,0.774,posterior,662.0709477666892,377.73872982376133,False,648.9048474821462,815.7605770309821,645.6888379230481
141,4700,674.11,232.49,1.0,506.72,388.72,1.0,820.17,374.36,1.0,397.0,619.44,0.971,862.0,621.24,0.99,415.43,867.88,0.747,896.92,879.97,0.881,555.19,906.26,1.0,727.53,907.16,0.999,523.33,1275.2,0.99,778.48,1309.63,0.988,480.17,1652.97,0.981,806.02,1681.25,0.974,480.72,1714.57,0.983,791.02,1754.63,0.975,460.83,1651.01,0.813,849.56,1678.31,0.784,posterior,663.4461136174023,381.5405259852994,False,649.730777058423,816.8750347418104,645.5325179375154
142,4733,673.35,235.29,1.0,507.51,392.94,1.0,821.64,379.01,1.0,397.88,625.69,0.973,864.51,626.17,0.99,423.3,870.08,0.726,897.49,883.26,0.85,555.79,908.09,0.999,727.8,909.1,0.999,520.57,1276.06,0.985,779.27,1311.09,0.984,479.41,1652.9,0.97,805.62,1681.12,0.964,480.46,1714.57,0.975,790.96,1754.19,0.967,460.74,1651.01,0.759,847.88,1678.11,0.734,posterior,664.5744175418338,385.97329716010483,False,650.1936864471681,819.6329315672932,645.0088184589719
143,4766,673.91,239.96,1.0,507.56,401.38,1.0,823.63,389.04,1.0,400.24,643.94,0.972,867.58,641.13,0.99,437.88,876.25,0.628,896.02,889.15,0.786,556.25,912.46,0.999,727.58,914.08,0.999,514.78,1278.44,0.978,779.11,1312.45,0.975,478.48,1653.1,0.96,805.4,1681.11,0.943,480.14,1715.23,0.96,791.04,1754.05,0.939,460.67,1650.94,0.749,847.36,1677.74,0.708,posterior,665.5982908738129,395.20847426976064,False,650.2537192510109,825.9085094079652,644.8031409980304
144,4800,674.77,252.63,1.0,508.05,422.15,1.0,824.29,408.83,1.0,402.26,667.26,0.977,873.45,657.94,0.992,454.15,880.64,0.502,894.25,891.35,0.752,557.39,919.27,1.0,728.3,922.16,0.999,508.37,1280.21,0.982,782.58,1313.75,0.98,477.67,1653.54,0.971,805.11,1681.02,0.956,479.8,1715.72,0.966,791.1,1753.84,0.947,460.62,1650.78,0.796,847.36,1678.18,0.761,posterior,666.1699325692296,415.4892101326609,False,650.7861568379361,837.1571067771351,644.7204411566431
145,4833,675.48,274.31,1.0,507.89,449.77,1.0,825.45,434.63,1.0,402.13,696.68,0.973,878.97,682.47,0.99,469.35,887.32,0.353,888.91,895.91,0.627,557.57,931.63,0.999,728.9,937.24,0.999,503.49,1283.54,0.963,783.94,1317.25,0.962,476.51,1653.46,0.919,804.68,1680.99,0.907,479.27,1715.72,0.913,791.01,1753.84,0.914,460.58,1650.71,0.614,846.51,1678.03,0.613,posterior,666.6717650132741,442.1971953139962,False,650.9464262003429,853.6777733277368,644.3421353550026
146,4866,675.63,302.9,1.0,507.27,486.41,1.0,827.17,470.47,1.0,401.58,736.04,0.972,888.75,732.43,0.98,484.82,897.58,0.231,872.42,910.07,0.356,556.67,959.02,0.999,729.85,966.12,0.999,499.7,1291.85,0.978,786.7,1323.57,0.97,475.57,1653.68,0.933,804.51,1681.07,0.921,478.82,1716.52,0.927,791.04,1754.02,0.925,460.44,1650.7,0.612,845.52,1678.02,0.601,posterior,667.2212815572713,478.4386254509009,False,651.3299120702335,880.634335931919,643.9550729004268
147,4900,676.74,336.4,1.0,506.49,523.38,1.0,828.68,511.57,1.0,403.05,775.6,0.948,900.99,774.59,0.939,489.62,895.0,0.178,856.64,908.59,0.184,556.43,995.42,0.999,731.85,1000.36,0.999,496.01,1299.53,0.974,789.97,1334.29,0.957,475.26,1653.68,0.932,804.12,1681.07,0.92,478.73,1716.98,0.925,790.85,1753.96,0.908,459.95,1650.66,0.641,844.38,1677.95,0.612,posterior,667.58543436348,517.4784579789263,False,652.1732449810743,911.2798776023149,643.476766180741
148,4933,676.79,371.11,1.0,505.21,559.19,1.0,830.05,559.94,1.0,404.22,805.38,0.949,907.19,819.46,0.923,489.62,895.13,0.164,836.19,905.81,0.181,556.05,1028.03,0.999,734.41,1034.55,0.999,491.34,1302.85,0.98,797.33,1341.8,0.958,474.98,1653.59,0.928,803.47,1681.0,0.918,478.82,1716.98,0.92,790.5,1753.93,0.905,458.33,1650.43,0.609,842.38,1677.52,0.582,posterior,667.6300787790248,559.56756553319,False,653.0244656719707,941.4018842317723,642.510818877265
149,4966,676.59,410.77,1.0,505.45,596.01,1.0,829.51,602.19,1.0,407.38,839.68,0.896,907.75,856.4,0.909,497.75,894.27,0.098,820.48,901.85,0.16,554.6,1055.94,0.999,734.87,1064.12,0.999,489.81,1311.19,0.957,803.51,1349.14,0.93,474.83,1653.59,0.873,803.26,1680.81,0.863,478.87,1717.25,0.88,790.5,1753.74,0.854,456.52,1649.83,0.519,841.4,1676.58,0.486,posterior,667.4794160107664,599.100385054385,False,653.2678248094186,969.1870902129884,575.2990490537621
150,5000,675.52,449.44,1.0,505.65,629.21,0.999,828.38,635.32,0.999,411.33,880.49,0.812,905.5,889.87,0.841,512.06,892.55,0.061,809.76,900.57,0.111,553.4,1081.65,0.999,736.54,1087.54,0.998,489.09,1317.83,0.943,807.78,1354.67,0.903,474.72,1653.59,0.871,802.88,1680.34,0.841,478.87,1717.32,0.884,790.36,1753.11,0.824,454.79,1648.83,0.572,840.31,1675.41,0.509,posterior,667.0191787933599,632.2655609977728,False,653.5252391482202,993.0490581590819,641.0825286001339
151,5033,674.17,484.46,0.999,506.68,658.57,0.999,828.03,671.86,0.998,418.85,909.1,0.768,902.78,927.44,0.74,521.17,885.19,0.04,803.16,897.65,0.055,552.34,1100.95,0.998,737.06,1108.97,0.998,487.02,1321.54,0.926,807.45,1357.96,0.89,474.44,1653.59,0.822,802.16,1680.11,0.839,478.87,1717.32,0.85,790.0,1752.55,0.806,451.58,1648.05,0.472,838.74,1674.28,0.457,posterior,667.3548219120798,665.2146757069041,False,653.4714372600125,1014.5916212609596,634.438008864224
152,5066,673.34,521.86,0.999,507.06,688.89,0.999,825.99,703.01,0.997,427.88,939.07,0.834,899.93,959.5,0.698,529.52,881.26,0.05,796.96,898.9,0.033,551.12,1116.62,0.998,737.27,1127.49,0.998,485.85,1323.02,0.905,805.84,1361.85,0.887,474.22,1653.6,0.817,801.31,1679.66,0.848,478.82,1717.32,0.826,789.5,1751.89,0.805,449.66,1647.55,0.507,837.5,1673.01,0.506,posterior,666.5222705332249,695.9498140808337,False,652.9444411204684,1033.8853601029177,638.8712031421367
153,5100,672.0,564.0,0.999,507.72,722.72,0.999,822.16,738.96,0.998,431.29,975.25,0.864,894.94,982.88,0.713,523.19,879.35,0.083,794.26,899.24,0.058,549.23,1140.23,0.999,736.95,1151.98,0.999,485.38,1329.97,0.904,808.64,1368.01,0.836,473.87,1653.58,0.824,800.58,1679.39,0.845,478.58,1717.22,0.845,789.03,1750.87,0.819,447.29,1646.21,0.556,837.06,1672.15,0.556,posterior,664.9409958045071,730.8416050543634,False,652.0972593617757,1057.7420328061173,637.9900556497478
154,5133,670.71,601.36,0.999,507.8,754.47,0.999,817.2,770.48,0.999,432.88,1006.21,0.947,888.18,1007.76,0.772,515.28,877.74,0.234,789.65,906.52,0.09,548.64,1164.41,1.0,737.47,1176.09,0.999,483.85,1337.72,0.92,806.81,1378.62,0.78,473.64,1653.6,0.859,799.9,1679.22,0.855,478.58,1717.21,0.883,788.08,1749.73,0.857,445.19,1645.75,0.628,836.02,1671.27,0.613,posterior,662.4958399069744,762.4715445706919,False,650.7886914770543,1080.8305077133928,636.9681985077358
155,5166,671.55,628.76,0.999,507.74,782.99,0.999,814.0,801.33,0.999,433.69,1028.17,0.937,881.94,1033.67,0.859,511.71,882.34,0.132,793.49,913.99,0.09,546.98,1186.47,0.999,735.98,1196.93,0.999,478.35,1355.72,0.85,806.09,1387.41,0.875,472.98,1653.52,0.864,798.94,1679.13,0.912,478.14,1716.94,0.874,787.15,1749.06,0.904,444.05,1644.79,0.73,834.96,1670.45,0.768,posterior,660.868892486968,792.1592074920143,False,648.9209831208176,1102.6624935113068,636.0752780174021
156,5200,669.61,651.91,0.999,507.38,811.03,0.999,810.75,827.24,0.999,434.45,1046.26,0.895,875.3,1058.94,0.799,509.35,897.28,0.113,793.18,934.47,0.092,545.45,1204.95,0.999,734.12,1212.39,0.999,475.71,1368.22,0.714,805.15,1392.88,0.718,472.56,1653.42,0.773,797.87,1678.27,0.844,477.76,1716.3,0.81,786.07,1746.94,0.857,442.15,1644.32,0.611,833.64,1669.35,0.692,posterior,659.065058821443,819.1361433815466,False,647.1501862959527,1121.0147769028238,634.9071236397216
157,5233,664.93,679.17,0.999,505.8,837.93,0.999,805.55,850.34,0.999,432.63,1067.27,0.921,871.85,1082.57,0.868,510.23,934.34,0.081,795.27,960.98,0.105,543.82,1221.85,1.0,730.85,1232.48,1.0,470.31,1380.2,0.783,807.89,1399.09,0.754,472.16,1653.32,0.832,796.8,1677.52,0.895,477.52,1715.63,0.84,784.58,1744.77,0.875,439.92,1644.03,0.63,831.95,1668.58,0.724,posterior,655.6733917837344,844.1343989402917,False,644.6498039780108,1139.3306718077408,633.4939125033902
